crm_id,cust_id,lifecycle_stage,customer_manager,vip_tier,churn_risk_score,last_contact_date,contact_preference
CRM810913,C000383,成长期,郑刚,普通,3,2026-06-19,APP Push
CRM127712,C000384,成熟期,王建国,普通,4,2026-06-02,短信
CRM159000,C000385,成长期,王建国,金卡,0,2026-06-12,短信
CRM713202,C000386,成长期,罗玲,普通,0,2026-06-13,短信
CRM906340,C000387,成熟期,刘志强,金卡,5,2026-06-19,APP Push
CRM024031,C000388,成长期,陈晓燕,金卡,4,2026-05-22,APP Push
CRM549391,C000389,成熟期,刘志强,普通,0,2026-06-20,APP Push
CRM462200,C000390,成熟期,马晓雯,金卡,11,2026-06-03,短信
CRM551929,C000391,成长期,马晓雯,金卡,3,2026-07-03,电话
CRM714691,C000392,成长期,郑刚,普通,0,2026-06-04,APP Push
CRM893782,C000393,成熟期,吴芳,普通,4,2026-05-16,邮件
CRM377891,C000394,成熟期,刘志强,普通,3,2026-07-01,邮件
CRM034416,C000395,新户,马晓雯,白金,19,2026-06-02,APP Push
CRM945454,C000396,成熟期,林雪梅,金卡,0,2026-06-20,APP Push
CRM559172,C000397,新户,陈晓燕,普通,17,2026-06-22,短信
CRM509917,C000398,成长期,周涛,普通,30,2025-08-11,邮件
CRM887314,C000399,成熟期,孙磊,普通,0,2026-06-03,APP Push
CRM177532,C000400,成熟期,林雪梅,金卡,0,2026-06-20,APP Push
CRM518477,C000401,成熟期,周涛,普通,0,2026-06-16,短信
CRM626842,C000402,成熟期,吴芳,金卡,0,2026-07-14,电话
CRM522008,C000403,沉睡期,陈晓燕,金卡,91,2025-08-09,邮件
CRM584463,C000404,成长期,陈晓燕,普通,0,2026-05-16,短信
CRM209898,C000405,新户,马晓雯,金卡,10,2026-06-20,电话
CRM720695,C000406,成长期,周涛,钻石,16,2026-07-02,电话
CRM888867,C000407,成熟期,何志明,白金,0,2026-07-07,APP Push
CRM600208,C000408,沉睡期,王建国,金卡,84,2026-03-09,APP Push
CRM805467,C000409,成熟期,赵敏,白金,32,2025-12-19,APP Push
CRM843025,C000410,成熟期,李娟,金卡,52,2025-08-12,APP Push
CRM779146,C000411,成熟期,张伟,白金,0,2026-06-23,APP Push
CRM713600,C000412,成熟期,赵敏,金卡,6,2026-07-05,APP Push
CRM274397,C000413,成熟期,郑刚,金卡,0,2026-07-12,电话
CRM374961,C000414,沉睡期,周涛,普通,68,2025-07-28,APP Push
CRM911064,C000415,成熟期,钱丽华,普通,0,2026-05-22,短信
CRM566947,C000416,成熟期,钱丽华,金卡,17,2025-09-26,APP Push
CRM638387,C000417,成熟期,孙磊,金卡,0,2026-06-14,邮件
CRM348558,C000418,新户,孙磊,金卡,18,2026-06-01,邮件
CRM439898,C000419,沉睡期,刘志强,白金,58,2026-03-03,电话
CRM834090,C000420,成熟期,郑刚,金卡,4,2026-06-28,邮件
CRM022719,C000421,沉睡期,孙磊,白金,58,2026-03-28,邮件
CRM724473,C000422,成熟期,赵敏,普通,6,2026-06-23,邮件
CRM906140,C000423,新户,赵敏,金卡,0,2026-06-24,APP Push
CRM563908,C000424,成熟期,黄海波,普通,0,2026-06-12,APP Push
CRM676172,C000425,成熟期,钱丽华,金卡,9,2026-06-25,短信
CRM203131,C000426,沉睡期,罗玲,金卡,64,2026-04-05,邮件
CRM356457,C000427,成长期,赵敏,金卡,0,2026-05-26,短信
CRM848469,C000428,新户,刘志强,白金,11,2026-06-07,邮件
CRM460641,C000429,成熟期,李娟,金卡,8,2026-07-07,APP Push
CRM742564,C000430,成熟期,刘志强,金卡,0,2026-07-12,APP Push
CRM263632,C000431,成熟期,赵敏,金卡,0,2026-06-09,APP Push
CRM373111,C000432,新户,刘志强,金卡,21,2026-06-04,邮件
CRM644722,C000433,成长期,周涛,白金,7,2026-06-14,短信
CRM577840,C000434,成熟期,林雪梅,普通,1,2026-07-06,邮件
CRM263616,C000435,成熟期,马晓雯,普通,16,2026-04-16,短信
CRM558160,C000436,成熟期,何志明,普通,0,2026-06-25,短信
CRM690071,C000437,沉睡期,赵敏,金卡,71,2026-03-26,APP Push
CRM183508,C000438,成熟期,陈晓燕,白金,0,2026-05-24,APP Push
CRM169818,C000439,成熟期,刘志强,金卡,8,2026-06-04,邮件
CRM039980,C000440,成长期,何志明,普通,22,2026-03-18,APP Push
CRM266121,C000441,成熟期,王建国,普通,7,2026-05-22,短信
CRM347224,C000442,成熟期,周涛,金卡,7,2026-06-12,APP Push
CRM886798,C000443,成长期,周涛,金卡,0,2026-06-26,APP Push
CRM265580,C000444,成长期,吴芳,白金,3,2026-06-10,短信
CRM809898,C000445,成熟期,陈晓燕,金卡,0,2026-06-22,邮件
CRM789928,C000446,成熟期,林雪梅,普通,32,2025-10-28,短信
CRM797810,C000447,沉睡期,郑刚,白金,62,2025-09-09,短信
CRM050513,C000448,沉睡期,孙磊,普通,69,2026-02-18,短信
CRM549365,C000449,成熟期,吴芳,金卡,0,2026-06-05,短信
CRM611065,C000450,成长期,林雪梅,普通,24,2025-10-27,APP Push
CRM259336,C000451,成长期,陈晓燕,普通,3,2026-06-01,邮件
CRM292468,C000452,成熟期,张伟,金卡,4,2026-06-05,APP Push
CRM434118,C000453,成熟期,赵敏,普通,0,2026-06-08,短信
CRM266521,C000454,成熟期,吴芳,金卡,6,2026-06-07,APP Push
CRM772564,C000455,成熟期,何志明,金卡,0,2026-06-28,APP Push
CRM440361,C000456,成熟期,陈晓燕,金卡,8,2026-06-20,APP Push
CRM021289,C000457,成长期,陈晓燕,白金,0,2026-06-14,电话
CRM499669,C000458,成熟期,刘志强,普通,2,2026-06-14,APP Push
CRM035782,C000459,沉睡期,李娟,金卡,63,2026-03-18,短信
CRM183000,C000460,沉睡期,陈晓燕,金卡,75,2025-08-24,邮件
CRM304670,C000461,成熟期,孙磊,金卡,1,2026-05-24,APP Push
CRM432802,C000462,沉睡期,孙磊,白金,55,2025-08-05,短信
CRM007276,C000463,新户,赵敏,白金,17,2026-06-01,APP Push
CRM631613,C000464,成熟期,赵敏,白金,0,2026-06-08,短信
CRM664310,C000465,成长期,钱丽华,钻石,31,2025-11-11,APP Push
CRM905597,C000466,成熟期,周涛,金卡,0,2026-06-13,短信
CRM261925,C000467,成长期,钱丽华,白金,1,2026-07-12,短信
CRM566170,C000468,成熟期,李娟,普通,5,2026-05-24,短信
CRM608427,C000469,成熟期,陈晓燕,白金,35,2026-01-15,短信
CRM327302,C000470,成熟期,王建国,金卡,0,2026-06-05,邮件
CRM734515,C000471,成熟期,周涛,普通,0,2026-05-24,短信
CRM892602,C000472,新户,李娟,金卡,2,2026-06-11,电话
CRM141909,C000473,成熟期,陈晓燕,普通,0,2026-06-27,短信
CRM284505,C000474,成熟期,吴芳,普通,9,2026-05-19,APP Push
CRM657428,C000475,成熟期,陈晓燕,白金,0,2026-07-07,APP Push
CRM841236,C000476,成熟期,孙磊,普通,7,2026-05-18,短信
CRM583147,C000477,成熟期,黄海波,白金,5,2026-07-08,短信
CRM360118,C000478,沉睡期,李娟,普通,69,2026-03-27,APP Push
CRM613914,C000479,成熟期,马晓雯,金卡,7,2026-06-12,短信
CRM777664,C000480,成熟期,刘志强,白金,1,2026-05-30,邮件
CRM837365,C000481,新户,周涛,金卡,3,2026-06-02,邮件
CRM104362,C000482,新户,吴芳,白金,13,2026-07-02,APP Push
CRM009038,C000483,成熟期,王建国,普通,18,2025-07-24,邮件
CRM728202,C000484,沉睡期,李娟,普通,55,2026-01-17,APP Push
CRM096616,C000485,成熟期,张伟,普通,0,2026-07-03,APP Push
CRM966861,C000486,成熟期,刘志强,金卡,0,2026-06-08,电话
CRM878962,C000487,成熟期,马晓雯,普通,9,2026-06-12,APP Push
CRM662885,C000488,成熟期,郑刚,白金,0,2026-07-08,APP Push
CRM346299,C000489,沉睡期,钱丽华,普通,75,2025-08-19,APP Push
CRM815150,C000490,成熟期,黄海波,白金,0,2026-06-20,APP Push
CRM230970,C000491,成熟期,孙磊,金卡,0,2026-07-05,APP Push
CRM833776,C000492,成长期,孙磊,白金,0,2026-06-19,短信
CRM257771,C000493,新户,陈晓燕,金卡,1,2026-05-19,电话
CRM349434,C000494,沉睡期,吴芳,金卡,60,2026-01-25,APP Push
CRM927103,C000495,沉睡期,罗玲,普通,62,2026-01-21,邮件
CRM419488,C000496,成长期,郑刚,普通,0,2026-06-22,邮件
CRM236162,C000497,成熟期,周涛,钻石,3,2026-05-30,邮件
CRM923701,C000498,成熟期,吴芳,白金,0,2026-05-21,APP Push
CRM592438,C000499,成长期,何志明,普通,0,2026-06-23,电话
CRM669897,C000500,成熟期,陈晓燕,金卡,0,2026-05-27,电话
CRM314954,C000501,成熟期,刘志强,金卡,5,2026-07-06,电话
CRM618586,C000502,沉睡期,马晓雯,普通,62,2025-12-30,APP Push
CRM673122,C000503,成熟期,张伟,金卡,10,2026-06-16,电话
CRM308273,C000504,成熟期,罗玲,普通,0,2026-07-07,APP Push
CRM417378,C000505,成熟期,罗玲,白金,7,2026-05-25,APP Push
CRM518414,C000506,成熟期,刘志强,金卡,0,2026-07-12,APP Push
CRM763386,C000507,成长期,李娟,普通,0,2026-05-31,APP Push
CRM178166,C000508,成熟期,陈晓燕,金卡,28,2026-03-18,邮件
CRM260213,C000509,成熟期,罗玲,普通,2,2026-05-24,短信
CRM139316,C000510,成熟期,赵敏,金卡,29,2025-11-27,邮件
CRM228348,C000511,成熟期,陈晓燕,普通,8,2026-07-12,APP Push
CRM331509,C000512,成熟期,黄海波,白金,0,2026-06-18,APP Push
CRM435212,C000513,成熟期,黄海波,白金,29,2025-08-14,APP Push
CRM752782,C000514,成熟期,孙磊,普通,6,2026-06-30,邮件
CRM020183,C000515,成熟期,王建国,普通,0,2026-06-10,邮件
CRM790630,C000516,成熟期,孙磊,白金,0,2026-06-08,短信
CRM498340,C000517,成熟期,周涛,普通,0,2026-06-29,APP Push
CRM727647,C000518,成熟期,周涛,普通,2,2026-05-16,短信
CRM685161,C000519,成长期,周涛,金卡,9,2026-06-11,短信
CRM744049,C000520,沉睡期,孙磊,金卡,66,2025-09-15,APP Push
CRM210218,C000521,成熟期,郑刚,普通,0,2026-06-16,APP Push
CRM019353,C000522,成熟期,陈晓燕,金卡,0,2026-07-11,短信
CRM896406,C000523,沉睡期,孙磊,钻石,56,2026-01-28,短信
CRM202450,C000524,成熟期,赵敏,普通,0,2026-05-24,电话
CRM774969,C000525,成熟期,何志明,金卡,0,2026-05-19,APP Push
CRM024159,C000526,成熟期,赵敏,金卡,18,2025-11-18,APP Push
CRM503064,C000527,成熟期,孙磊,金卡,0,2026-06-27,APP Push
CRM730167,C000528,成长期,刘志强,白金,2,2026-06-06,电话
CRM409487,C000529,成熟期,孙磊,金卡,0,2026-05-28,APP Push
CRM980682,C000530,成熟期,刘志强,白金,0,2026-06-07,APP Push
CRM819726,C000531,成长期,陈晓燕,普通,0,2026-06-19,电话
CRM482928,C000532,沉睡期,吴芳,金卡,64,2025-09-22,APP Push
CRM511035,C000533,成熟期,李娟,金卡,3,2026-05-17,APP Push
CRM648293,C000534,沉睡期,李娟,金卡,65,2026-03-27,短信
CRM598649,C000535,成熟期,黄海波,金卡,24,2026-03-16,邮件
CRM344985,C000536,成熟期,吴芳,金卡,0,2026-06-21,APP Push
CRM191142,C000537,成熟期,林雪梅,普通,0,2026-07-06,APP Push
CRM277987,C000538,新户,李娟,金卡,14,2026-06-05,短信
CRM732495,C000539,沉睡期,吴芳,普通,67,2025-11-19,短信
CRM036554,C000540,成熟期,吴芳,白金,32,2025-10-11,短信
CRM040700,C000541,成长期,赵敏,普通,0,2026-07-10,APP Push
CRM055002,C000542,成熟期,罗玲,白金,0,2026-07-04,短信
CRM643007,C000543,成长期,钱丽华,普通,0,2026-07-04,APP Push
CRM987796,C000544,成熟期,罗玲,金卡,1,2026-06-20,短信
CRM195089,C000545,成熟期,王建国,普通,0,2026-07-02,邮件
CRM196302,C000546,成长期,周涛,普通,9,2026-06-18,短信
CRM229107,C000547,成熟期,黄海波,金卡,4,2026-07-11,短信
CRM669394,C000548,沉睡期,孙磊,钻石,70,2025-07-20,APP Push
CRM649509,C000549,成熟期,罗玲,金卡,0,2026-05-25,APP Push
CRM943229,C000550,成熟期,吴芳,金卡,0,2026-07-03,短信
CRM605233,C000551,成长期,何志明,普通,0,2026-05-21,邮件
CRM106809,C000552,新户,吴芳,普通,4,2026-06-01,短信
CRM328276,C000553,成熟期,马晓雯,金卡,0,2026-05-31,APP Push
CRM428050,C000554,成熟期,李娟,金卡,18,2025-07-19,短信
CRM741568,C000555,成熟期,陈晓燕,普通,0,2026-06-10,邮件
CRM226497,C000556,成熟期,罗玲,普通,10,2026-06-10,短信
CRM037101,C000557,成长期,孙磊,金卡,0,2026-05-29,邮件
CRM051129,C000558,新户,刘志强,金卡,11,2026-06-23,电话
CRM398703,C000559,成熟期,马晓雯,金卡,3,2026-07-14,APP Push
CRM214172,C000560,成熟期,陈晓燕,金卡,0,2026-06-11,电话
CRM851598,C000561,成长期,林雪梅,普通,21,2026-02-18,APP Push
CRM599253,C000562,成熟期,张伟,金卡,2,2026-05-27,邮件
CRM167735,C000563,成熟期,马晓雯,金卡,0,2026-06-29,短信
CRM776402,C000564,沉睡期,黄海波,白金,59,2025-11-17,APP Push
CRM261240,C000565,新户,马晓雯,金卡,1,2026-06-23,APP Push
CRM659983,C000566,成长期,周涛,普通,0,2026-05-27,APP Push
CRM357358,C000567,成熟期,林雪梅,普通,0,2026-07-03,短信
CRM385986,C000568,成熟期,林雪梅,金卡,0,2026-06-08,APP Push
CRM539386,C000569,成熟期,何志明,普通,0,2026-06-30,电话
CRM738737,C000570,新户,黄海波,普通,13,2026-06-21,APP Push
CRM575537,C000571,成熟期,张伟,白金,29,2025-10-07,APP Push
CRM933183,C000572,沉睡期,马晓雯,白金,69,2026-02-26,APP Push
CRM780663,C000573,成熟期,黄海波,金卡,8,2026-06-04,短信
CRM569297,C000574,成熟期,周涛,普通,5,2026-05-23,短信
CRM391504,C000575,成熟期,钱丽华,白金,0,2026-06-17,APP Push
CRM593884,C000576,成熟期,陈晓燕,白金,0,2026-05-24,电话
CRM914139,C000577,新户,郑刚,金卡,2,2026-06-11,短信
CRM555332,C000578,成长期,王建国,普通,2,2026-05-31,APP Push
CRM766586,C000579,成熟期,何志明,白金,0,2026-07-09,APP Push
CRM410936,C000580,沉睡期,赵敏,金卡,56,2026-04-15,APP Push
CRM942884,C000581,成长期,刘志强,白金,11,2026-06-04,APP Push
CRM797995,C000582,成长期,吴芳,普通,9,2026-05-20,邮件
CRM201853,C000583,新户,钱丽华,普通,16,2026-06-07,APP Push
CRM888928,C000584,成熟期,王建国,金卡,6,2026-05-19,邮件
CRM915480,C000585,沉睡期,张伟,普通,61,2026-03-24,短信
CRM585139,C000586,成熟期,孙磊,金卡,0,2026-06-18,短信
CRM011907,C000587,成熟期,赵敏,金卡,32,2026-03-12,电话
CRM624003,C000588,成熟期,陈晓燕,金卡,0,2026-06-06,短信
CRM447087,C000589,成熟期,孙磊,金卡,25,2026-06-18,短信
CRM117163,C000590,成熟期,钱丽华,金卡,0,2026-05-23,短信
CRM425166,C000591,成长期,林雪梅,普通,31,2026-01-28,短信
CRM090286,C000592,成长期,赵敏,白金,0,2026-06-22,APP Push
CRM636631,C000593,成熟期,李娟,金卡,10,2026-07-05,APP Push
CRM157774,C000594,成熟期,吴芳,普通,0,2026-05-25,短信
CRM976424,C000595,成熟期,钱丽华,金卡,0,2026-07-14,APP Push
CRM581541,C000596,成熟期,钱丽华,白金,2,2026-06-25,短信
CRM575976,C000597,成熟期,何志明,金卡,15,2025-08-05,短信
CRM107939,C000598,成熟期,周涛,白金,10,2026-06-15,APP Push
CRM094816,C000599,成长期,何志明,普通,34,2026-02-13,APP Push
CRM138677,C000600,沉睡期,何志明,普通,56,2026-03-11,APP Push
CRM817837,C000601,沉睡期,孙磊,普通,68,2025-07-26,邮件
CRM378987,C000602,成熟期,郑刚,金卡,0,2026-06-21,APP Push
CRM201379,C000603,成熟期,林雪梅,金卡,9,2026-06-05,短信
CRM857098,C000604,成熟期,郑刚,金卡,0,2026-05-26,短信
CRM170993,C000605,成熟期,吴芳,白金,0,2026-05-20,短信
CRM043367,C000606,沉睡期,周涛,白金,63,2026-02-17,APP Push
CRM388733,C000607,成熟期,何志明,金卡,0,2026-05-27,邮件
CRM108371,C000608,成熟期,郑刚,白金,30,2025-09-22,邮件
CRM947787,C000609,成熟期,李娟,金卡,0,2026-07-06,APP Push
CRM738483,C000610,成长期,罗玲,普通,0,2026-05-31,短信
CRM998298,C000611,成熟期,刘志强,金卡,2,2026-05-28,短信
CRM489355,C000612,成长期,陈晓燕,白金,16,2025-11-04,APP Push
CRM615119,C000613,成长期,刘志强,金卡,0,2026-05-20,短信
CRM067821,C000614,成熟期,吴芳,白金,0,2026-06-05,电话
CRM042113,C000615,成熟期,李娟,白金,19,2025-08-11,APP Push
CRM329470,C000616,成熟期,黄海波,普通,1,2026-06-22,电话
CRM257417,C000617,成熟期,钱丽华,金卡,15,2026-04-01,邮件
CRM420779,C000618,成熟期,林雪梅,普通,0,2026-07-13,短信
CRM528936,C000619,成熟期,林雪梅,金卡,0,2026-06-23,短信
CRM114238,C000620,成熟期,郑刚,金卡,0,2026-05-30,APP Push
CRM889153,C000621,成熟期,周涛,白金,5,2026-05-24,电话
CRM761458,C000622,成长期,周涛,白金,0,2026-05-24,APP Push
CRM517487,C000623,成熟期,林雪梅,白金,0,2026-05-30,APP Push
CRM166485,C000624,成长期,罗玲,普通,5,2026-06-01,短信
CRM819401,C000625,成熟期,黄海波,普通,2,2026-06-14,APP Push
CRM232771,C000626,成熟期,马晓雯,金卡,0,2026-06-07,短信
CRM937388,C000627,成熟期,张伟,普通,2,2026-06-06,短信
CRM007826,C000628,成熟期,孙磊,普通,2,2026-07-09,APP Push
CRM310706,C000629,新户,李娟,白金,18,2026-06-30,电话
CRM742793,C000630,成熟期,林雪梅,金卡,0,2026-05-20,短信
CRM970511,C000631,成熟期,罗玲,钻石,0,2026-05-26,短信
CRM160303,C000632,成熟期,王建国,普通,7,2026-05-28,短信
CRM924161,C000633,成长期,林雪梅,普通,3,2026-05-17,短信
CRM638279,C000634,成长期,周涛,金卡,10,2026-07-01,APP Push
CRM453592,C000635,成熟期,刘志强,金卡,0,2026-05-18,APP Push
CRM087093,C000636,成熟期,罗玲,金卡,0,2026-06-05,邮件
CRM787605,C000637,成熟期,黄海波,普通,0,2026-06-11,短信
CRM171637,C000638,成熟期,张伟,普通,5,2026-05-31,短信
CRM250158,C000639,成熟期,郑刚,普通,0,2026-06-13,短信
CRM192075,C000640,成熟期,黄海波,金卡,7,2026-06-25,邮件
CRM058059,C000641,成长期,刘志强,普通,0,2026-05-25,APP Push
CRM828540,C000642,新户,罗玲,普通,11,2026-05-30,APP Push
CRM298974,C000643,成长期,赵敏,白金,10,2026-06-06,APP Push
CRM467012,C000644,成熟期,张伟,普通,10,2026-06-02,APP Push
CRM646819,C000645,成熟期,李娟,金卡,0,2026-06-22,APP Push
CRM162736,C000646,成长期,林雪梅,白金,0,2026-05-24,APP Push
CRM071986,C000647,成熟期,钱丽华,金卡,5,2026-06-27,APP Push
CRM905597,C000648,成熟期,刘志强,普通,0,2026-07-06,APP Push
CRM190357,C000649,成熟期,张伟,白金,0,2026-06-16,短信
CRM953252,C000650,成熟期,陈晓燕,金卡,10,2026-06-04,短信
CRM148910,C000651,成长期,黄海波,白金,0,2026-06-26,电话
CRM657242,C000652,成熟期,何志明,普通,8,2026-06-22,邮件
CRM841497,C000653,成长期,吴芳,金卡,20,2026-01-03,APP Push
CRM057584,C000654,成熟期,罗玲,白金,3,2026-06-01,APP Push
CRM013379,C000655,沉睡期,王建国,普通,73,2026-03-25,短信
CRM880357,C000656,成熟期,孙磊,白金,3,2026-06-06,APP Push
CRM845612,C000657,成熟期,黄海波,金卡,2,2026-06-07,短信
CRM683835,C000658,成熟期,李娟,金卡,6,2026-06-24,APP Push
CRM343438,C000659,沉睡期,陈晓燕,白金,61,2026-01-26,电话
CRM822565,C000660,成熟期,林雪梅,金卡,0,2026-05-20,短信
CRM759824,C000661,沉睡期,张伟,普通,73,2025-12-17,邮件
CRM648739,C000662,成长期,刘志强,金卡,5,2026-06-18,APP Push
CRM912015,C000663,成熟期,王建国,金卡,0,2026-05-21,短信
CRM481241,C000664,成熟期,陈晓燕,普通,0,2026-06-28,APP Push
CRM321474,C000665,成熟期,刘志强,金卡,1,2026-06-07,短信
CRM214551,C000666,成熟期,周涛,金卡,0,2026-07-09,APP Push
CRM131512,C000667,成熟期,刘志强,白金,0,2026-05-22,APP Push
CRM386655,C000668,成长期,何志明,普通,0,2026-06-07,电话
CRM392171,C000669,成熟期,张伟,普通,0,2026-06-19,APP Push
CRM564356,C000670,成熟期,王建国,白金,25,2025-09-09,APP Push
CRM698821,C000671,成熟期,钱丽华,白金,0,2026-06-21,APP Push
CRM284195,C000672,成熟期,张伟,白金,2,2026-06-08,APP Push
CRM788821,C000673,成熟期,周涛,金卡,0,2026-06-27,APP Push
CRM612169,C000674,成熟期,李娟,普通,0,2026-06-18,APP Push
CRM008652,C000675,成熟期,陈晓燕,普通,0,2026-07-11,短信
CRM561501,C000676,成熟期,孙磊,普通,10,2026-05-25,APP Push
CRM674243,C000677,成熟期,黄海波,普通,32,2025-11-29,电话
CRM980129,C000678,成熟期,罗玲,金卡,9,2026-05-18,短信
CRM143401,C000679,成熟期,王建国,金卡,26,2025-07-20,APP Push
CRM865146,C000680,成熟期,周涛,金卡,10,2026-06-09,APP Push
CRM438352,C000681,成熟期,李娟,白金,5,2026-06-10,短信
CRM194567,C000682,成熟期,王建国,金卡,7,2026-06-27,短信
CRM217766,C000683,成熟期,赵敏,金卡,0,2026-05-23,APP Push
CRM436576,C000684,成熟期,赵敏,普通,32,2025-09-28,短信
CRM062930,C000685,成长期,孙磊,普通,18,2026-03-13,邮件
CRM011366,C000686,沉睡期,林雪梅,金卡,87,2025-09-20,短信
CRM424152,C000687,成熟期,钱丽华,金卡,9,2026-06-09,短信
CRM894530,C000688,成长期,马晓雯,普通,0,2026-06-27,APP Push
CRM980123,C000689,成熟期,林雪梅,白金,0,2026-05-28,电话
CRM112865,C000690,成熟期,钱丽华,钻石,29,2025-11-28,APP Push
CRM768758,C000691,新户,吴芳,白金,1,2026-05-31,APP Push
CRM732605,C000692,沉睡期,李娟,普通,56,2026-02-13,APP Push
CRM059447,C000693,成熟期,林雪梅,金卡,4,2026-06-05,短信
CRM110244,C000694,沉睡期,张伟,金卡,64,2026-02-04,APP Push
CRM087036,C000695,成熟期,罗玲,金卡,9,2026-07-01,电话
CRM222985,C000696,成熟期,周涛,白金,0,2026-06-09,APP Push
CRM432705,C000697,成熟期,李娟,金卡,7,2026-06-22,APP Push
