cust_id,value_annual_consumption,value_monthly_avg_consumption,value_max_single_transaction,value_transaction_count_12m,value_installment_contribution_12m,risk_overdue_status,risk_history_overdue_count_6m,risk_min_payment_frequency_6m,long_term_90d_total_consumption,long_term_90d_txn_count,long_term_90d_max_single,long_term_90d_active_days,long_term_90d_activity_score,long_term_90d_dormancy_risk,long_term_90d_significant_signals,long_term_90d_monthly_avg_90d,mid_term_30d_total_consumption,mid_term_30d_txn_count,mid_term_30d_max_single,mid_term_30d_active_days,mid_term_30d_consumption_trend,mid_term_30d_trend_change_pct,short_term_7d_total_consumption,short_term_7d_txn_count,short_term_7d_active_days,short_term_7d_avg_daily_spend,realtime_signal_count,realtime_has_high_value_txn
C000132,527631.62,43969.3,40319.59,510,37780.44,M0,0,0,95187.37,127,10079.9,76,93,low,,31729.12,24547.24,44,4031.96,26,stable,-10.1,5988.79,11,6,855.54,0,False
C000133,82705.38,6892.12,24474.16,161,5311.75,M0,0,0,14077.21,40,6118.54,24,31,medium,,4692.4,5495.1,14,2447.42,8,up,21.2,1381.54,3,2,197.36,2,False
C000134,120837.58,10069.8,24889.4,136,11190.57,M0,0,1,34794.98,40,6222.35,24,43,medium,,11598.33,9946.87,14,2488.94,8,stable,5.6,2358.6,3,2,336.94,0,False
C000135,20277.38,1689.78,3123.5,24,1052.79,M0,0,0,3597.65,6,780.87,3,5,high,"活跃度骤降,沉睡预警",1199.22,1285.86,2,312.35,1,stable,12.9,227.36,0,0,32.48,0,False
C000136,93492.03,7791.0,16077.22,272,9797.59,M1,1,2,15857.79,68,4019.3,40,47,medium,,5285.93,5511.07,23,1607.72,14,up,16.3,1232.83,5,3,176.12,0,False
C000137,182275.6,15189.63,30050.26,149,25374.31,M1,1,0,50491.4,48,7512.57,28,56,low,,16830.47,19666.82,16,3005.03,9,stable,2.6,4192.98,4,2,599.0,0,True
C000138,43606.07,3633.84,9126.77,41,6083.56,M2,2,1,1424.44,2,2281.69,1,1,high,"活跃度骤降,沉睡预警",474.81,504.06,0,912.68,0,up,16.3,143.97,0,0,20.57,0,False
C000139,45795.05,3816.25,10490.77,155,2616.07,M0,0,1,13624.1,38,2622.69,22,29,medium,活跃度骤降,4541.37,4348.58,13,1049.08,7,stable,8.9,989.11,3,1,141.3,0,False
C000140,125583.95,10465.33,9368.43,118,15878.49,M0,0,0,27171.92,38,2342.11,22,37,medium,,9057.31,12179.83,13,936.84,7,stable,8.9,3536.82,3,1,505.26,0,False
C000141,93078.66,7756.55,18965.08,77,10647.31,M1,1,0,31990.92,19,4741.27,11,29,medium,活跃度骤降,10663.64,13203.61,6,1896.51,3,stable,9.0,4251.5,1,0,607.36,0,False
C000142,136449.83,11370.82,29216.59,372,11438.15,M1,1,0,30623.9,93,7304.15,55,70,low,,10207.97,10281.55,32,2921.66,19,stable,2.5,2744.57,8,4,392.08,1,False
C000143,20316.55,1693.05,5520.64,19,1596.69,M0,0,1,6487.13,4,1380.16,2,5,high,"活跃度骤降,沉睡预警",2162.38,2841.2,1,552.06,0,stable,11.0,818.99,0,0,117.0,0,False
C000144,52563.28,4380.27,11250.67,122,5493.0,M3+,3,3,8338.36,30,2812.67,18,22,medium,活跃度骤降,2779.45,2331.5,10,1125.07,6,up,17.3,661.91,2,1,94.56,0,False
C000145,253964.39,21163.7,59224.59,280,27690.95,M0,0,0,80152.5,84,14806.15,50,77,low,,26717.5,31232.7,29,5922.46,17,stable,-13.0,8446.69,7,4,1206.67,0,False
C000146,16367.67,1363.97,1827.77,14,2441.75,M0,0,0,5074.21,3,456.94,1,4,high,"活跃度骤降,沉睡预警",1691.4,1460.6,1,182.78,0,stable,-2.2,416.21,0,0,59.46,0,False
C000147,411888.4,34324.03,77664.29,1991,51938.75,M0,0,0,78463.14,497,19416.07,90,100,low,,26154.38,35009.89,173,7766.43,31,stable,5.6,7843.61,43,7,1120.52,0,False
C000148,1843717.02,153643.09,261950.49,2354,225315.3,M0,0,0,547209.09,765,65487.62,90,100,low,,182403.03,181482.22,267,26195.05,31,stable,-7.3,31847.0,66,7,4549.57,0,False
C000149,18329.8,1527.48,3611.9,22,2093.86,M0,0,1,961.57,1,902.97,0,0,high,"活跃度骤降,沉睡预警",320.52,348.8,0,361.19,0,stable,-4.0,96.43,0,0,13.78,0,False
C000150,46418.71,3868.23,3215.17,168,3872.43,M0,0,0,14284.1,42,803.79,25,32,medium,,4761.37,5051.24,14,321.52,8,stable,2.5,995.69,3,2,142.24,0,False
C000151,2631.02,219.25,525.04,2,394.22,M3+,3,1,123.26,0,131.26,0,0,high,"活跃度骤降,沉睡预警",41.09,46.67,0,52.5,0,stable,-10.3,9.0,0,0,1.29,0,False
C000152,7234.81,602.9,1424.84,16,623.81,M1,1,0,224.05,0,356.21,0,0,high,"活跃度骤降,沉睡预警",74.68,94.02,0,142.48,0,stable,10.0,23.76,0,0,3.39,0,False
C000153,7359.34,613.28,1973.65,5,504.93,M0,0,0,1814.77,1,493.41,0,1,high,"活跃度骤降,沉睡预警",604.92,495.49,0,197.36,0,up,20.2,140.81,0,0,20.12,0,False
C000154,104452.81,8704.4,9372.24,105,6636.45,M0,0,0,35652.14,26,2343.06,15,35,medium,,11884.05,9251.06,9,937.22,5,up,21.5,2010.51,2,1,287.22,0,False
C000155,36152.41,3012.7,4265.53,30,3433.54,M0,0,0,10737.88,9,1066.38,5,11,high,"活跃度骤降,沉睡预警",3579.29,2706.58,3,426.55,1,up,21.2,841.65,0,0,120.24,0,False
C000156,79431.89,6619.32,21840.46,347,9244.2,M1,1,0,34836.75,112,5460.11,67,80,low,,11612.25,8917.31,39,2184.05,23,stable,3.4,1908.51,9,5,272.64,0,False
C000157,157303.92,13108.66,15655.58,168,15163.04,M1,1,0,34591.33,42,3913.89,25,44,medium,,11530.44,9303.69,14,1565.56,8,up,16.2,1942.59,3,2,277.51,0,False
C000158,1057096.83,88091.4,83185.29,801,129263.31,M0,0,2,355522.74,260,20796.32,90,100,low,,118507.58,93204.67,91,8318.53,31,stable,1.7,23087.21,22,7,3298.17,0,False
C000159,70127.65,5843.97,11611.31,95,8071.51,M0,0,0,23019.45,30,2902.83,18,30,medium,,7673.15,9537.99,10,1161.13,6,stable,1.7,1743.48,2,1,249.07,0,False
C000160,15208.31,1267.36,2015.92,12,1550.31,M0,0,1,4956.64,3,503.98,1,4,high,"活跃度骤降,沉睡预警",1652.21,2120.56,1,201.59,0,stable,11.7,514.63,0,0,73.52,2,False
C000161,63928.46,5327.37,10611.03,46,6640.26,M0,0,0,17986.66,11,2652.76,6,16,high,"活跃度骤降,沉睡预警",5995.55,7511.98,3,1061.1,2,stable,5.0,2188.55,0,0,312.65,1,False
C000162,37214.5,3101.21,9237.14,39,4222.29,M0,0,0,14871.72,11,2309.29,6,14,high,"活跃度骤降,沉睡预警",4957.24,5308.25,3,923.71,2,up,15.9,1483.05,0,0,211.86,0,False
C000163,285191.52,23765.96,34002.28,192,18272.55,M0,0,0,93770.39,48,8500.57,28,56,low,,31256.8,35857.93,16,3400.23,9,up,16.2,8643.5,4,2,1234.79,0,False
C000164,60908.13,5075.68,10738.21,41,5589.91,M1,1,0,16867.55,10,2684.55,6,15,high,"活跃度骤降,沉睡预警",5622.52,4720.39,3,1073.82,2,stable,-13.3,1128.76,0,0,161.25,0,True
C000165,152553.58,12712.8,35062.67,112,8839.05,M0,0,0,63786.62,36,8765.67,21,50,low,,21262.21,26599.24,12,3506.27,7,stable,-1.6,7488.65,3,1,1069.81,0,False
C000166,8967.47,747.29,1250.51,10,1191.1,M1,1,0,524.42,0,312.63,0,0,high,"活跃度骤降,沉睡预警",174.81,219.45,0,125.05,0,up,19.0,46.3,0,0,6.61,0,False
C000167,32079.15,2673.26,6826.02,31,2734.35,M0,0,0,11093.64,7,1706.51,4,10,high,"活跃度骤降,沉睡预警",3697.88,4195.28,2,682.6,1,up,17.6,1159.69,0,0,165.67,0,False
C000168,18120.42,1510.03,4782.6,36,2422.77,M0,0,0,5233.72,9,1195.65,5,8,high,"活跃度骤降,沉睡预警",1744.57,1845.71,3,478.26,1,stable,8.4,381.87,0,0,54.55,0,False
C000169,826045.47,68837.12,221215.9,690,106431.61,M0,0,0,273783.69,172,55303.98,90,100,low,,91261.23,105640.47,60,22121.59,31,stable,-2.4,20245.83,15,7,2892.26,0,False
C000170,14988.8,1249.07,2174.88,10,915.4,M1,1,0,893.27,0,543.72,0,0,high,"活跃度骤降,沉睡预警",297.76,391.07,0,217.49,0,stable,9.6,118.79,0,0,16.97,0,False
C000171,109171.42,9097.62,5950.02,75,13391.74,M1,1,2,4504.51,3,1487.51,1,4,high,"活跃度骤降,沉睡预警",1501.5,1929.18,1,595.0,0,up,18.3,541.24,0,0,77.32,0,False
C000172,56206.38,4683.87,9397.26,95,6173.47,M0,0,0,16785.4,23,2349.31,13,22,medium,活跃度骤降,5595.13,4282.12,8,939.73,4,stable,-13.9,1296.8,2,1,185.26,0,False
C000173,216671.97,18056.0,15111.2,423,28049.88,M0,0,0,98328.72,137,3777.8,82,96,low,,32776.24,41759.83,47,1511.12,28,stable,-0.9,7706.62,11,7,1100.95,0,False
C000174,373303.73,31108.64,103556.96,348,49622.77,M0,0,0,94628.49,87,25889.24,52,79,low,,31542.83,31737.43,30,10355.7,18,stable,7.9,7622.99,7,4,1089.0,0,False
C000175,46085.48,3840.46,9298.78,45,5031.14,M0,0,0,15125.93,14,2324.69,8,16,high,"活跃度骤降,沉睡预警",5041.98,4036.92,4,929.88,2,stable,4.8,1001.76,1,0,143.11,0,False
C000176,46998.79,3916.57,8298.41,45,2683.31,M0,0,0,11491.14,11,2074.6,6,12,high,"活跃度骤降,沉睡预警",3830.38,2925.49,3,829.84,2,up,16.8,633.43,0,0,90.49,1,False
C000177,27548.24,2295.69,5583.89,48,1947.64,M0,0,0,4174.46,12,1395.97,7,9,high,"活跃度骤降,沉睡预警",1391.49,1214.79,4,558.39,2,up,22.7,232.27,1,0,33.18,0,False
C000178,175412.37,14617.7,21641.01,124,15734.75,M0,0,0,30305.59,31,5410.25,18,35,medium,,10101.86,9621.93,10,2164.1,6,stable,-0.3,2945.59,2,1,420.8,0,False
C000179,10162.5,846.87,1206.11,14,936.81,M0,0,1,2975.65,3,301.53,1,3,high,"活跃度骤降,沉睡预警",991.88,1108.9,1,120.61,0,stable,8.3,331.08,0,0,47.3,1,False
C000180,20364.46,1697.04,1278.56,38,1139.44,M0,0,0,3520.97,9,319.64,5,7,high,"活跃度骤降,沉睡预警",1173.66,1146.45,3,127.86,1,stable,1.8,264.09,0,0,37.73,0,False
C000181,28760.34,2396.7,2014.52,43,4146.45,M0,0,0,6395.84,10,503.63,6,9,high,"活跃度骤降,沉睡预警",2131.95,2364.34,3,201.45,2,up,24.4,639.35,0,0,91.34,1,False
C000182,57293.65,4774.47,4591.49,41,3245.36,M0,0,0,8728.19,10,1147.87,6,10,high,"活跃度骤降,沉睡预警",2909.4,2911.96,3,459.15,2,stable,8.9,721.88,0,0,103.13,0,True
C000183,84367.71,7030.64,11456.45,73,9721.62,M0,0,0,19909.62,18,2864.11,10,21,medium,活跃度骤降,6636.54,7691.54,6,1145.64,3,stable,9.9,1699.42,1,0,242.77,0,False
C000184,257305.83,21442.15,68029.24,184,23954.79,M0,0,0,57696.84,46,17007.31,27,55,low,,19232.28,21418.54,16,6802.92,9,stable,-7.6,5959.94,4,2,851.42,0,False
C000185,32702.12,2725.18,8912.12,50,2140.22,M0,0,0,11792.21,16,2228.03,9,15,high,"活跃度骤降,沉睡预警",3930.74,3732.55,5,891.21,3,up,20.7,882.54,1,0,126.08,0,False
C000186,70388.56,5865.71,7353.71,47,6715.08,M2,2,0,17394.28,11,1838.43,6,16,high,"活跃度骤降,沉睡预警",5798.09,4362.18,3,735.37,2,stable,-0.2,1394.17,0,0,199.17,0,True
C000187,60323.63,5026.97,5429.5,261,7577.94,M0,0,0,19907.8,65,1357.38,39,48,medium,,6635.93,5362.95,22,542.95,13,stable,-15.4,1191.08,5,3,170.15,1,False
C000188,968620.88,80718.41,118269.93,668,86157.07,M0,0,0,250176.87,167,29567.48,90,100,low,,83392.29,69391.67,58,11826.99,31,stable,-2.1,17782.01,14,7,2540.29,0,False
C000189,134294.11,11191.18,15421.49,296,7488.88,M0,0,0,46100.95,74,3855.37,44,69,low,,15366.98,16694.02,25,1542.15,15,stable,6.5,4375.0,6,3,625.0,0,False
C000190,79333.45,6611.12,11935.3,53,10950.51,M2,2,1,21747.85,13,2983.82,7,20,medium,活跃度骤降,7249.28,6247.62,4,1193.53,2,stable,4.4,1130.31,1,0,161.47,0,False
C000191,124722.14,10393.51,34593.39,109,12888.62,M0,0,0,38427.14,27,8648.35,16,38,medium,,12809.05,10421.91,9,3459.34,5,stable,-10.5,2254.94,2,1,322.13,1,False
C000192,562261.91,46855.16,166006.05,678,76667.08,M0,0,0,116476.33,169,41501.51,90,100,low,,38825.44,33507.54,59,16600.61,31,stable,-9.5,7806.62,14,7,1115.23,0,False
C000193,750732.3,62561.03,221604.79,1028,99661.13,M0,0,0,256156.94,257,55401.2,90,100,low,,85385.65,73542.57,89,22160.48,31,up,18.5,22290.33,22,7,3184.33,0,False
C000194,21465.66,1788.8,5814.32,27,2168.96,M0,0,1,3301.92,6,1453.58,3,5,high,"活跃度骤降,沉睡预警",1100.64,1139.61,2,581.43,1,stable,-7.0,322.97,0,0,46.14,0,False
C000195,154369.67,12864.14,38763.66,274,10971.13,M1,1,0,64754.53,82,9690.92,49,76,low,,21584.84,25068.58,28,3876.37,17,stable,-11.6,5494.86,7,4,784.98,0,False
C000196,167597.18,13966.43,14365.19,142,21266.79,M0,0,0,53494.39,35,3591.3,21,49,medium,,17831.46,19999.24,12,1436.52,7,up,19.7,4962.7,3,1,708.96,0,False
C000197,101976.95,8498.08,13991.76,296,13340.98,M1,1,0,34776.49,74,3497.94,44,62,low,,11592.16,12336.65,25,1399.18,15,stable,8.7,2301.15,6,3,328.74,0,False
C000198,105784.29,8815.36,7217.18,146,8412.92,M0,0,0,42726.86,47,1804.3,28,52,low,,14242.29,18805.71,16,721.72,9,stable,3.9,5847.01,4,2,835.29,0,False
C000199,151520.96,12626.75,44660.09,153,12997.68,M0,0,0,49658.24,38,11165.02,22,50,low,,16552.75,17412.54,13,4466.01,7,stable,2.1,4577.4,3,1,653.91,0,False
C000200,644161.54,53680.13,147183.28,507,83995.99,M0,0,0,149540.65,164,36795.82,90,100,low,,49846.88,60986.07,57,14718.33,31,stable,10.1,15216.29,14,7,2173.76,0,False
C000201,100665.08,8388.76,23873.86,164,5034.61,M0,0,0,26857.86,53,5968.47,31,45,medium,,8952.62,10567.63,18,2387.39,10,up,21.2,3179.81,4,2,454.26,0,False
C000202,22236.62,1853.05,1678.27,33,1713.09,M2,2,0,1368.83,1,419.57,0,1,high,"活跃度骤降,沉睡预警",456.28,591.73,0,167.83,0,stable,2.7,184.32,0,0,26.33,0,False
C000203,38026.37,3168.86,6595.81,54,4307.29,M0,0,0,9065.78,17,1648.95,10,14,high,"活跃度骤降,沉睡预警",3021.93,3578.62,5,659.58,3,stable,-6.2,1144.83,1,0,163.55,0,False
C000204,23604.69,1967.06,1802.01,19,2700.73,M0,0,0,8057.69,4,450.5,2,6,high,"活跃度骤降,沉睡预警",2685.9,2820.87,1,180.2,0,stable,2.8,687.32,0,0,98.19,0,False
C000205,4351.35,362.61,1052.56,5,575.33,M3+,3,0,244.96,0,263.14,0,0,high,"活跃度骤降,沉睡预警",81.65,84.31,0,105.26,0,stable,-13.2,17.48,0,0,2.5,0,False
C000206,13672.35,1139.36,2910.98,11,1115.15,M2,2,0,800.22,0,727.74,0,0,high,"活跃度骤降,沉睡预警",266.74,229.53,0,291.1,0,stable,-13.5,50.06,0,0,7.15,0,False
C000207,33423.54,2785.3,3907.15,25,1720.29,M1,1,0,1028.55,1,976.79,0,0,high,"活跃度骤降,沉睡预警",342.85,278.86,0,390.72,0,stable,3.6,69.42,0,0,9.92,0,False
C000208,238239.21,19853.27,39553.38,164,24277.34,M0,0,0,72614.9,41,9888.34,24,52,low,,24204.97,29577.03,14,3955.34,8,stable,-0.8,9506.12,3,2,1358.02,0,True
C000209,71963.83,5996.99,5760.83,131,3724.51,M0,0,0,23724.3,42,1440.21,25,37,medium,,7908.1,7546.7,14,576.08,8,stable,5.4,1322.2,3,2,188.89,0,False
C000210,70404.24,5867.02,3935.51,51,9034.26,M0,0,0,16164.89,12,983.88,7,16,high,"活跃度骤降,沉睡预警",5388.3,4988.68,4,393.55,2,up,21.0,1043.81,1,0,149.12,0,False
C000211,230842.28,19236.86,14880.35,159,33304.18,M0,0,1,71717.1,47,3720.09,28,56,low,,23905.7,32070.55,16,1488.04,9,up,20.4,7371.48,4,2,1053.07,0,False
C000212,117891.23,9824.27,28922.31,123,7627.12,M0,0,0,34886.74,39,7230.58,23,42,medium,,11628.91,13486.07,13,2892.23,8,stable,10.6,3058.36,3,2,436.91,1,False
C000213,213262.61,17771.88,48395.76,759,13804.55,M0,0,1,51083.79,189,12098.94,90,100,low,,17027.93,13955.98,66,4839.58,31,stable,-15.5,3551.08,16,7,507.3,0,False
C000214,82371.72,6864.31,9775.54,65,7904.92,M0,0,0,13078.98,16,2443.89,9,16,high,"活跃度骤降,沉睡预警",4359.66,3659.6,5,977.55,3,stable,2.2,755.26,1,0,107.89,0,False
C000215,137996.31,11499.69,36354.61,268,20156.11,M0,0,1,48155.72,67,9088.65,40,66,low,,16051.91,18995.59,23,3635.46,14,stable,-16.1,4947.04,5,3,706.72,0,False
C000216,25776.77,2148.06,5299.34,17,1778.87,M0,0,1,8731.63,4,1324.83,2,7,high,"活跃度骤降,沉睡预警",2910.54,3899.8,1,529.93,0,stable,-0.9,1254.16,0,0,179.17,0,False
C000217,41549.1,3462.43,4646.65,40,4847.12,M0,0,0,16437.78,13,1161.66,7,16,high,"活跃度骤降,沉睡预警",5479.26,5749.41,4,464.66,2,up,24.2,1013.94,1,0,144.85,0,False
C000218,504109.87,42009.16,53193.15,815,67956.13,M0,0,0,118839.06,203,13298.29,90,100,low,,39613.02,29843.54,71,5319.32,31,stable,0.8,8188.03,17,7,1169.72,0,False
C000219,27658.02,2304.83,8250.77,107,3487.7,M1,1,0,1664.2,5,2062.69,3,3,high,"活跃度骤降,沉睡预警",554.73,728.7,1,825.08,1,stable,-15.3,190.61,0,0,27.23,0,False
C000220,146501.04,12208.42,20458.08,139,10846.92,M0,0,1,24958.03,34,5114.52,20,34,medium,,8319.34,8766.54,11,2045.81,7,stable,12.6,1585.34,2,1,226.48,0,False
C000221,179400.83,14950.07,51598.33,187,16802.94,M0,0,0,54135.14,46,12899.58,27,55,low,,18045.05,16474.63,16,5159.83,9,stable,6.2,5092.54,4,2,727.51,1,False
C000222,10707.52,892.29,1810.47,12,754.54,M0,0,0,2316.18,3,452.62,1,2,high,"活跃度骤降,沉睡预警",772.06,983.35,1,181.05,0,stable,13.3,182.58,0,0,26.08,0,False
C000223,34302.56,2858.55,8668.93,26,2854.63,M0,0,0,9636.62,6,2167.23,3,8,high,"活跃度骤降,沉睡预警",3212.21,2667.75,2,866.89,1,stable,-13.1,682.58,0,0,97.51,0,False
C000224,20611.39,1717.62,4975.31,103,1889.17,M0,0,0,9233.91,33,1243.83,19,23,medium,活跃度骤降,3077.97,2700.79,11,497.53,6,stable,8.5,595.77,2,1,85.11,0,True
C000225,14789.34,1232.44,1568.75,13,1836.68,M0,0,0,3114.43,3,392.19,1,3,high,"活跃度骤降,沉睡预警",1038.14,975.79,1,156.88,0,stable,-7.8,290.31,0,0,41.47,0,False
C000226,1686463.88,140538.66,499555.23,1428,150634.14,M0,0,0,363261.81,464,124888.81,90,100,low,,121087.27,130536.08,162,49955.52,31,stable,-7.7,26120.03,40,7,3731.43,0,False
C000227,151666.8,12638.9,17643.63,154,12081.17,M0,0,0,25859.67,38,4410.91,22,36,medium,,8619.89,9126.12,13,1764.36,7,stable,-0.4,2102.59,3,1,300.37,1,False
C000228,147838.69,12319.89,24456.81,105,17660.74,M0,0,1,30279.48,26,6114.2,15,32,medium,,10093.16,12550.39,9,2445.68,5,stable,13.9,2846.44,2,1,406.63,0,False
C000229,55499.18,4624.93,12862.72,59,8031.24,M0,0,0,10134.54,14,3215.68,8,13,high,"活跃度骤降,沉睡预警",3378.18,4156.21,4,1286.27,2,stable,-8.6,966.96,1,0,138.14,0,False
C000230,4698.24,391.52,1374.54,6,345.31,M2,2,2,243.64,0,343.63,0,0,high,"活跃度骤降,沉睡预警",81.21,109.17,0,137.45,0,up,21.9,27.37,0,0,3.91,0,False
C000231,35771.33,2980.94,6731.33,49,2259.73,M0,0,0,7582.0,12,1682.83,7,11,high,"活跃度骤降,沉睡预警",2527.33,2319.41,4,673.13,2,stable,-12.9,639.94,1,0,91.42,0,False
C000232,190260.05,15855.0,49126.59,138,9744.3,M0,0,0,49424.18,34,12281.65,20,48,medium,,16474.73,15094.29,11,4912.66,7,stable,8.4,3440.65,2,1,491.52,0,False
C000233,7976.3,664.69,535.12,6,626.74,M1,1,1,345.36,0,133.78,0,0,high,"活跃度骤降,沉睡预警",115.12,88.72,0,53.51,0,stable,5.3,28.09,0,0,4.01,0,False
C000234,9916.0,826.33,1532.85,8,596.32,M0,0,0,3047.43,2,383.21,1,2,high,"活跃度骤降,沉睡预警",1015.81,1374.02,0,153.28,0,up,20.9,347.36,0,0,49.62,0,False
C000235,366523.57,30543.63,85939.24,328,33820.18,M0,0,0,74351.23,82,21484.81,49,76,low,,24783.74,21422.07,28,8593.92,17,stable,0.7,4611.74,7,4,658.82,0,False
C000236,1230557.79,102546.48,85209.81,4125,178606.01,M0,0,0,332015.46,1031,21302.45,90,100,low,,110671.82,124826.61,360,8520.98,31,stable,-5.6,26851.49,90,7,3835.93,0,False
C000237,35326.0,2943.83,8006.9,35,2871.68,M0,0,0,11418.04,8,2001.73,4,11,high,"活跃度骤降,沉睡预警",3806.01,5067.49,2,800.69,1,up,18.7,1004.5,0,0,143.5,1,False
C000238,37368.91,3114.08,7357.81,33,4409.95,M0,0,0,9962.0,8,1839.45,4,10,high,"活跃度骤降,沉睡预警",3320.67,2970.18,2,735.78,1,stable,2.0,946.41,0,0,135.2,0,False
C000239,22109.66,1842.47,6505.81,66,1123.88,M0,0,0,6625.75,16,1626.45,9,12,high,"活跃度骤降,沉睡预警",2208.58,2895.82,5,650.58,3,stable,2.7,619.15,1,0,88.45,0,False
C000240,1065.12,88.76,216.56,1,79.03,M2,2,0,40.44,0,54.14,0,0,high,"活跃度骤降,沉睡预警",13.48,17.36,0,21.66,0,stable,-8.7,3.07,0,0,0.44,0,False
C000241,75411.09,6284.26,4949.35,94,9296.18,M0,0,0,12535.57,23,1237.34,13,20,medium,活跃度骤降,4178.52,5575.99,8,494.93,4,stable,-11.9,1649.17,2,1,235.6,0,False
C000242,37446.2,3120.52,7646.36,32,4635.53,M0,0,0,10915.17,10,1911.59,6,12,high,"活跃度骤降,沉睡预警",3638.39,4784.78,3,764.64,2,stable,-3.3,1223.71,0,0,174.82,0,False
C000243,253202.93,21100.24,62502.32,320,28618.19,M0,0,0,59634.42,80,15625.58,48,75,low,,19878.14,20152.53,28,6250.23,16,stable,-5.6,6356.96,7,4,908.14,0,False
C000244,91846.95,7653.91,5095.52,155,9208.86,M0,0,0,30807.5,38,1273.88,22,39,medium,,10269.17,8229.69,13,509.55,7,stable,-9.6,1945.91,3,1,277.99,0,False
C000245,26693.98,2224.5,1805.13,60,3107.76,M0,0,0,9960.46,19,451.28,11,16,high,"活跃度骤降,沉睡预警",3320.15,2671.3,6,180.51,3,stable,9.2,591.62,1,0,84.52,0,False
C000246,50042.52,4170.21,6928.25,39,6451.95,M0,0,1,17042.63,9,1732.06,5,15,high,"活跃度骤降,沉睡预警",5680.88,5344.84,3,692.83,1,stable,6.2,1340.73,0,0,191.53,1,False
C000247,23796.44,1983.04,4481.89,27,1651.15,M0,0,0,7557.31,6,1120.47,3,7,high,"活跃度骤降,沉睡预警",2519.1,3214.43,2,448.19,1,stable,-9.0,774.3,0,0,110.61,0,False
C000248,27674.88,2306.24,6184.99,55,1709.07,M0,0,0,1625.89,2,1546.25,1,2,high,"活跃度骤降,沉睡预警",541.96,648.41,0,618.5,0,stable,-0.6,129.17,0,0,18.45,0,True
C000249,33556.25,2796.35,3704.08,50,2031.31,M0,0,1,1822.44,2,926.02,1,2,high,"活跃度骤降,沉睡预警",607.48,540.4,0,370.41,0,up,21.5,126.27,0,0,18.04,0,False
C000250,14694.84,1224.57,2780.55,19,1365.07,M0,0,0,4267.81,4,695.14,2,4,high,"活跃度骤降,沉睡预警",1422.6,1199.49,1,278.06,0,stable,-0.0,284.03,0,0,40.58,1,False
C000251,26031.35,2169.28,5242.96,73,2179.36,M0,0,0,4978.51,18,1310.74,10,12,high,"活跃度骤降,沉睡预警",1659.5,1629.42,6,524.3,3,stable,-13.7,335.09,1,0,47.87,0,False
C000252,100880.55,8406.71,6785.37,123,10700.18,M0,0,0,26314.77,39,1696.34,23,37,medium,,8771.59,6502.26,13,678.54,8,stable,-8.2,1660.34,3,2,237.19,0,False
C000253,46671.59,3889.3,6226.32,37,4439.84,M0,0,1,15238.83,9,1556.58,5,14,high,"活跃度骤降,沉睡预警",5079.61,5225.78,3,622.63,1,up,20.4,1218.51,0,0,174.07,0,False
C000254,58046.49,4837.21,15634.1,82,6047.06,M1,1,0,16233.49,20,3908.53,12,21,medium,活跃度骤降,5411.16,4229.83,7,1563.41,4,stable,5.2,1250.22,1,1,178.6,0,False
C000255,65571.79,5464.32,6886.86,100,5721.36,M0,0,0,15923.96,25,1721.72,15,23,medium,活跃度骤降,5307.99,6318.23,8,688.69,5,stable,-5.9,1777.41,2,1,253.92,0,False
C000256,60736.74,5061.4,3117.52,48,7730.63,M0,0,0,18421.64,12,779.38,7,17,high,"活跃度骤降,沉睡预警",6140.55,6771.42,4,311.75,2,stable,-10.1,1948.56,1,0,278.37,0,False
C000257,31282.32,2606.86,6416.58,26,2095.54,M0,0,1,9384.56,6,1604.15,3,8,high,"活跃度骤降,沉睡预警",3128.19,4089.11,2,641.66,1,stable,-9.4,1081.87,0,0,154.55,0,False
C000258,42868.49,3572.37,3820.41,52,5214.51,M0,0,0,9120.93,13,955.1,7,12,high,"活跃度骤降,沉睡预警",3040.31,2697.2,4,382.04,2,stable,12.9,643.9,1,0,91.99,1,False
C000259,19267.82,1605.65,4316.74,27,2546.88,M0,0,0,3938.13,6,1079.19,3,5,high,"活跃度骤降,沉睡预警",1312.71,1537.43,2,431.67,1,stable,10.4,485.61,0,0,69.37,0,False
C000260,71053.05,5921.09,15891.74,146,7782.46,M0,0,0,22238.75,36,3972.94,21,33,medium,,7412.92,9081.98,12,1589.17,7,stable,-9.4,1845.08,3,1,263.58,0,False
C000261,32029.49,2669.12,1850.9,59,1709.34,M0,0,0,8374.67,14,462.72,8,12,high,"活跃度骤降,沉睡预警",2791.56,2120.35,4,185.09,2,stable,-6.3,473.8,1,0,67.69,1,False
C000262,130213.05,10851.09,38938.83,102,17511.98,M0,0,0,21283.48,25,9734.71,15,26,medium,活跃度骤降,7094.49,5638.69,8,3893.88,5,stable,-16.6,1263.04,2,1,180.43,0,False
C000263,87007.81,7250.65,9603.41,344,7928.08,M0,0,0,25120.11,111,2400.85,66,74,low,,8373.37,10288.82,38,960.34,23,stable,-2.6,2283.26,9,5,326.18,0,False
C000264,155649.3,12970.78,32053.76,130,8388.53,M0,0,0,40885.81,32,8013.44,19,42,medium,,13628.6,15379.97,11,3205.38,6,stable,-12.7,4045.56,2,1,577.94,0,False
