cust_id,oneid,primary_intent,intent_json,intent_分期_借贷需求,intent_跨境_出行需求,intent_额度_升级需求,intent_权益_优惠需求,intent_沉睡_流失风险,intent_新户_激活引导
C000115,UID000115,跨境/出行需求,"{""分期/借贷需求"": 36, ""跨境/出行需求"": 77, ""额度/升级需求"": 39, ""权益/优惠需求"": 24, ""沉睡/流失风险"": 20, ""新户/激活引导"": 12}",36,77,39,24,20,12
C000116,UID000116,分期/借贷需求,"{""分期/借贷需求"": 78, ""跨境/出行需求"": 18, ""额度/升级需求"": 36, ""权益/优惠需求"": 11, ""沉睡/流失风险"": 74, ""新户/激活引导"": 15}",78,18,36,11,74,15
C000117,UID000117,额度/升级需求,"{""分期/借贷需求"": 35, ""跨境/出行需求"": 28, ""额度/升级需求"": 65, ""权益/优惠需求"": 39, ""沉睡/流失风险"": 58, ""新户/激活引导"": 24}",35,28,65,39,58,24
C000118,UID000118,额度/升级需求,"{""分期/借贷需求"": 87, ""跨境/出行需求"": 5, ""额度/升级需求"": 89, ""权益/优惠需求"": 35, ""沉睡/流失风险"": 23, ""新户/激活引导"": 23}",87,5,89,35,23,23
C000119,UID000119,分期/借贷需求,"{""分期/借贷需求"": 91, ""跨境/出行需求"": 5, ""额度/升级需求"": 62, ""权益/优惠需求"": 37, ""沉睡/流失风险"": 58, ""新户/激活引导"": 19}",91,5,62,37,58,19
C000120,UID000120,分期/借贷需求,"{""分期/借贷需求"": 75, ""跨境/出行需求"": 61, ""额度/升级需求"": 21, ""权益/优惠需求"": 34, ""沉睡/流失风险"": 70, ""新户/激活引导"": 11}",75,61,21,34,70,11
C000121,UID000121,分期/借贷需求,"{""分期/借贷需求"": 84, ""跨境/出行需求"": 15, ""额度/升级需求"": 70, ""权益/优惠需求"": 34, ""沉睡/流失风险"": 67, ""新户/激活引导"": 18}",84,15,70,34,67,18
C000122,UID000122,额度/升级需求,"{""分期/借贷需求"": 26, ""跨境/出行需求"": 31, ""额度/升级需求"": 62, ""权益/优惠需求"": 40, ""沉睡/流失风险"": 51, ""新户/激活引导"": 22}",26,31,62,40,51,22
C000123,UID000123,分期/借贷需求,"{""分期/借贷需求"": 71, ""跨境/出行需求"": 35, ""额度/升级需求"": 27, ""权益/优惠需求"": 24, ""沉睡/流失风险"": 25, ""新户/激活引导"": 7}",71,35,27,24,25,7
C000124,UID000124,权益/优惠需求,"{""分期/借贷需求"": 12, ""跨境/出行需求"": 29, ""额度/升级需求"": 60, ""权益/优惠需求"": 65, ""沉睡/流失风险"": 11, ""新户/激活引导"": 5}",12,29,60,65,11,5
C000125,UID000125,分期/借贷需求,"{""分期/借贷需求"": 89, ""跨境/出行需求"": 9, ""额度/升级需求"": 20, ""权益/优惠需求"": 58, ""沉睡/流失风险"": 80, ""新户/激活引导"": 8}",89,9,20,58,80,8
C000126,UID000126,额度/升级需求,"{""分期/借贷需求"": 46, ""跨境/出行需求"": 35, ""额度/升级需求"": 66, ""权益/优惠需求"": 39, ""沉睡/流失风险"": 66, ""新户/激活引导"": 16}",46,35,66,39,66,16
C000127,UID000127,额度/升级需求,"{""分期/借贷需求"": 75, ""跨境/出行需求"": 24, ""额度/升级需求"": 79, ""权益/优惠需求"": 17, ""沉睡/流失风险"": 60, ""新户/激活引导"": 14}",75,24,79,17,60,14
C000128,UID000128,沉睡/流失风险,"{""分期/借贷需求"": 16, ""跨境/出行需求"": 23, ""额度/升级需求"": 60, ""权益/优惠需求"": 29, ""沉睡/流失风险"": 86, ""新户/激活引导"": 17}",16,23,60,29,86,17
C000129,UID000129,沉睡/流失风险,"{""分期/借贷需求"": 82, ""跨境/出行需求"": 35, ""额度/升级需求"": 17, ""权益/优惠需求"": 14, ""沉睡/流失风险"": 87, ""新户/激活引导"": 25}",82,35,17,14,87,25
C000130,UID000130,额度/升级需求,"{""分期/借贷需求"": 25, ""跨境/出行需求"": 8, ""额度/升级需求"": 82, ""权益/优惠需求"": 69, ""沉睡/流失风险"": 26, ""新户/激活引导"": 24}",25,8,82,69,26,24
C000131,UID000131,权益/优惠需求,"{""分期/借贷需求"": 17, ""跨境/出行需求"": 30, ""额度/升级需求"": 7, ""权益/优惠需求"": 32, ""沉睡/流失风险"": 22, ""新户/激活引导"": 18}",17,30,7,32,22,18
C000132,UID000132,分期/借贷需求,"{""分期/借贷需求"": 91, ""跨境/出行需求"": 16, ""额度/升级需求"": 9, ""权益/优惠需求"": 42, ""沉睡/流失风险"": 25, ""新户/激活引导"": 15}",91,16,9,42,25,15
C000133,UID000133,额度/升级需求,"{""分期/借贷需求"": 70, ""跨境/出行需求"": 32, ""额度/升级需求"": 73, ""权益/优惠需求"": 41, ""沉睡/流失风险"": 8, ""新户/激活引导"": 18}",70,32,73,41,8,18
C000134,UID000134,分期/借贷需求,"{""分期/借贷需求"": 81, ""跨境/出行需求"": 25, ""额度/升级需求"": 34, ""权益/优惠需求"": 59, ""沉睡/流失风险"": 77, ""新户/激活引导"": 65}",81,25,34,59,77,65
C000135,UID000135,分期/借贷需求,"{""分期/借贷需求"": 93, ""跨境/出行需求"": 76, ""额度/升级需求"": 22, ""权益/优惠需求"": 44, ""沉睡/流失风险"": 29, ""新户/激活引导"": 20}",93,76,22,44,29,20
C000136,UID000136,额度/升级需求,"{""分期/借贷需求"": 84, ""跨境/出行需求"": 18, ""额度/升级需求"": 86, ""权益/优惠需求"": 27, ""沉睡/流失风险"": 70, ""新户/激活引导"": 12}",84,18,86,27,70,12
C000137,UID000137,额度/升级需求,"{""分期/借贷需求"": 15, ""跨境/出行需求"": 68, ""额度/升级需求"": 88, ""权益/优惠需求"": 38, ""沉睡/流失风险"": 12, ""新户/激活引导"": 19}",15,68,88,38,12,19
C000138,UID000138,沉睡/流失风险,"{""分期/借贷需求"": 46, ""跨境/出行需求"": 24, ""额度/升级需求"": 29, ""权益/优惠需求"": 31, ""沉睡/流失风险"": 51, ""新户/激活引导"": 20}",46,24,29,31,51,20
C000139,UID000139,权益/优惠需求,"{""分期/借贷需求"": 30, ""跨境/出行需求"": 10, ""额度/升级需求"": 36, ""权益/优惠需求"": 63, ""沉睡/流失风险"": 16, ""新户/激活引导"": 13}",30,10,36,63,16,13
C000140,UID000140,额度/升级需求,"{""分期/借贷需求"": 31, ""跨境/出行需求"": 68, ""额度/升级需求"": 88, ""权益/优惠需求"": 27, ""沉睡/流失风险"": 22, ""新户/激活引导"": 5}",31,68,88,27,22,5
C000141,UID000141,沉睡/流失风险,"{""分期/借贷需求"": 43, ""跨境/出行需求"": 35, ""额度/升级需求"": 17, ""权益/优惠需求"": 15, ""沉睡/流失风险"": 65, ""新户/激活引导"": 18}",43,35,17,15,65,18
C000142,UID000142,分期/借贷需求,"{""分期/借贷需求"": 85, ""跨境/出行需求"": 22, ""额度/升级需求"": 20, ""权益/优惠需求"": 40, ""沉睡/流失风险"": 25, ""新户/激活引导"": 20}",85,22,20,40,25,20
C000143,UID000143,权益/优惠需求,"{""分期/借贷需求"": 38, ""跨境/出行需求"": 30, ""额度/升级需求"": 6, ""权益/优惠需求"": 55, ""沉睡/流失风险"": 14, ""新户/激活引导"": 12}",38,30,6,55,14,12
C000144,UID000144,沉睡/流失风险,"{""分期/借贷需求"": 35, ""跨境/出行需求"": 27, ""额度/升级需求"": 67, ""权益/优惠需求"": 29, ""沉睡/流失风险"": 87, ""新户/激活引导"": 16}",35,27,67,29,87,16
C000145,UID000145,分期/借贷需求,"{""分期/借贷需求"": 85, ""跨境/出行需求"": 22, ""额度/升级需求"": 38, ""权益/优惠需求"": 32, ""沉睡/流失风险"": 18, ""新户/激活引导"": 83}",85,22,38,32,18,83
C000146,UID000146,分期/借贷需求,"{""分期/借贷需求"": 87, ""跨境/出行需求"": 15, ""额度/升级需求"": 27, ""权益/优惠需求"": 79, ""沉睡/流失风险"": 67, ""新户/激活引导"": 14}",87,15,27,79,67,14
C000147,UID000147,额度/升级需求,"{""分期/借贷需求"": 26, ""跨境/出行需求"": 12, ""额度/升级需求"": 63, ""权益/优惠需求"": 22, ""沉睡/流失风险"": 15, ""新户/激活引导"": 8}",26,12,63,22,15,8
C000148,UID000148,额度/升级需求,"{""分期/借贷需求"": 44, ""跨境/出行需求"": 35, ""额度/升级需求"": 84, ""权益/优惠需求"": 61, ""沉睡/流失风险"": 11, ""新户/激活引导"": 11}",44,35,84,61,11,11
C000149,UID000149,沉睡/流失风险,"{""分期/借贷需求"": 40, ""跨境/出行需求"": 13, ""额度/升级需求"": 83, ""权益/优惠需求"": 43, ""沉睡/流失风险"": 88, ""新户/激活引导"": 14}",40,13,83,43,88,14
C000150,UID000150,跨境/出行需求,"{""分期/借贷需求"": 16, ""跨境/出行需求"": 31, ""额度/升级需求"": 17, ""权益/优惠需求"": 28, ""沉睡/流失风险"": 12, ""新户/激活引导"": 16}",16,31,17,28,12,16
C000151,UID000151,分期/借贷需求,"{""分期/借贷需求"": 75, ""跨境/出行需求"": 14, ""额度/升级需求"": 60, ""权益/优惠需求"": 44, ""沉睡/流失风险"": 58, ""新户/激活引导"": 13}",75,14,60,44,58,13
C000152,UID000152,沉睡/流失风险,"{""分期/借贷需求"": 12, ""跨境/出行需求"": 6, ""额度/升级需求"": 40, ""权益/优惠需求"": 28, ""沉睡/流失风险"": 58, ""新户/激活引导"": 25}",12,6,40,28,58,25
C000153,UID000153,额度/升级需求,"{""分期/借贷需求"": 41, ""跨境/出行需求"": 8, ""额度/升级需求"": 87, ""权益/优惠需求"": 10, ""沉睡/流失风险"": 23, ""新户/激活引导"": 14}",41,8,87,10,23,14
C000154,UID000154,沉睡/流失风险,"{""分期/借贷需求"": 40, ""跨境/出行需求"": 20, ""额度/升级需求"": 33, ""权益/优惠需求"": 31, ""沉睡/流失风险"": 61, ""新户/激活引导"": 6}",40,20,33,31,61,6
C000155,UID000155,额度/升级需求,"{""分期/借贷需求"": 26, ""跨境/出行需求"": 35, ""额度/升级需求"": 87, ""权益/优惠需求"": 80, ""沉睡/流失风险"": 8, ""新户/激活引导"": 86}",26,35,87,80,8,86
C000156,UID000156,分期/借贷需求,"{""分期/借贷需求"": 72, ""跨境/出行需求"": 17, ""额度/升级需求"": 36, ""权益/优惠需求"": 14, ""沉睡/流失风险"": 23, ""新户/激活引导"": 25}",72,17,36,14,23,25
C000157,UID000157,额度/升级需求,"{""分期/借贷需求"": 13, ""跨境/出行需求"": 9, ""额度/升级需求"": 64, ""权益/优惠需求"": 29, ""沉睡/流失风险"": 55, ""新户/激活引导"": 12}",13,9,64,29,55,12
C000158,UID000158,沉睡/流失风险,"{""分期/借贷需求"": 17, ""跨境/出行需求"": 22, ""额度/升级需求"": 84, ""权益/优惠需求"": 36, ""沉睡/流失风险"": 88, ""新户/激活引导"": 24}",17,22,84,36,88,24
C000159,UID000159,分期/借贷需求,"{""分期/借贷需求"": 95, ""跨境/出行需求"": 79, ""额度/升级需求"": 67, ""权益/优惠需求"": 43, ""沉睡/流失风险"": 17, ""新户/激活引导"": 19}",95,79,67,43,17,19
C000160,UID000160,沉睡/流失风险,"{""分期/借贷需求"": 84, ""跨境/出行需求"": 14, ""额度/升级需求"": 32, ""权益/优惠需求"": 29, ""沉睡/流失风险"": 86, ""新户/激活引导"": 24}",84,14,32,29,86,24
C000161,UID000161,额度/升级需求,"{""分期/借贷需求"": 13, ""跨境/出行需求"": 79, ""额度/升级需求"": 90, ""权益/优惠需求"": 56, ""沉睡/流失风险"": 29, ""新户/激活引导"": 11}",13,79,90,56,29,11
C000162,UID000162,额度/升级需求,"{""分期/借贷需求"": 50, ""跨境/出行需求"": 11, ""额度/升级需求"": 68, ""权益/优惠需求"": 55, ""沉睡/流失风险"": 10, ""新户/激活引导"": 67}",50,11,68,55,10,67
C000163,UID000163,分期/借贷需求,"{""分期/借贷需求"": 75, ""跨境/出行需求"": 22, ""额度/升级需求"": 62, ""权益/优惠需求"": 20, ""沉睡/流失风险"": 5, ""新户/激活引导"": 18}",75,22,62,20,5,18
C000164,UID000164,跨境/出行需求,"{""分期/借贷需求"": 38, ""跨境/出行需求"": 82, ""额度/升级需求"": 79, ""权益/优惠需求"": 40, ""沉睡/流失风险"": 68, ""新户/激活引导"": 6}",38,82,79,40,68,6
C000165,UID000165,额度/升级需求,"{""分期/借贷需求"": 24, ""跨境/出行需求"": 14, ""额度/升级需求"": 82, ""权益/优惠需求"": 28, ""沉睡/流失风险"": 27, ""新户/激活引导"": 19}",24,14,82,28,27,19
C000166,UID000166,沉睡/流失风险,"{""分期/借贷需求"": 72, ""跨境/出行需求"": 26, ""额度/升级需求"": 67, ""权益/优惠需求"": 26, ""沉睡/流失风险"": 90, ""新户/激活引导"": 23}",72,26,67,26,90,23
C000167,UID000167,沉睡/流失风险,"{""分期/借贷需求"": 22, ""跨境/出行需求"": 18, ""额度/升级需求"": 63, ""权益/优惠需求"": 44, ""沉睡/流失风险"": 64, ""新户/激活引导"": 25}",22,18,63,44,64,25
C000168,UID000168,额度/升级需求,"{""分期/借贷需求"": 19, ""跨境/出行需求"": 34, ""额度/升级需求"": 68, ""权益/优惠需求"": 19, ""沉睡/流失风险"": 7, ""新户/激活引导"": 6}",19,34,68,19,7,6
C000169,UID000169,跨境/出行需求,"{""分期/借贷需求"": 75, ""跨境/出行需求"": 85, ""额度/升级需求"": 24, ""权益/优惠需求"": 28, ""沉睡/流失风险"": 19, ""新户/激活引导"": 8}",75,85,24,28,19,8
C000170,UID000170,分期/借贷需求,"{""分期/借贷需求"": 84, ""跨境/出行需求"": 27, ""额度/升级需求"": 24, ""权益/优惠需求"": 35, ""沉睡/流失风险"": 67, ""新户/激活引导"": 21}",84,27,24,35,67,21
C000171,UID000171,沉睡/流失风险,"{""分期/借贷需求"": 44, ""跨境/出行需求"": 75, ""额度/升级需求"": 74, ""权益/优惠需求"": 15, ""沉睡/流失风险"": 88, ""新户/激活引导"": 6}",44,75,74,15,88,6
C000172,UID000172,分期/借贷需求,"{""分期/借贷需求"": 83, ""跨境/出行需求"": 28, ""额度/升级需求"": 25, ""权益/优惠需求"": 66, ""沉睡/流失风险"": 5, ""新户/激活引导"": 7}",83,28,25,66,5,7
C000173,UID000173,额度/升级需求,"{""分期/借贷需求"": 24, ""跨境/出行需求"": 35, ""额度/升级需求"": 81, ""权益/优惠需求"": 11, ""沉睡/流失风险"": 29, ""新户/激活引导"": 13}",24,35,81,11,29,13
C000174,UID000174,额度/升级需求,"{""分期/借贷需求"": 46, ""跨境/出行需求"": 6, ""额度/升级需求"": 84, ""权益/优惠需求"": 21, ""沉睡/流失风险"": 80, ""新户/激活引导"": 21}",46,6,84,21,80,21
C000175,UID000175,沉睡/流失风险,"{""分期/借贷需求"": 38, ""跨境/出行需求"": 34, ""额度/升级需求"": 68, ""权益/优惠需求"": 21, ""沉睡/流失风险"": 87, ""新户/激活引导"": 18}",38,34,68,21,87,18
C000176,UID000176,沉睡/流失风险,"{""分期/借贷需求"": 50, ""跨境/出行需求"": 31, ""额度/升级需求"": 75, ""权益/优惠需求"": 15, ""沉睡/流失风险"": 80, ""新户/激活引导"": 16}",50,31,75,15,80,16
C000177,UID000177,额度/升级需求,"{""分期/借贷需求"": 36, ""跨境/出行需求"": 15, ""额度/升级需求"": 70, ""权益/优惠需求"": 16, ""沉睡/流失风险"": 10, ""新户/激活引导"": 15}",36,15,70,16,10,15
C000178,UID000178,跨境/出行需求,"{""分期/借贷需求"": 36, ""跨境/出行需求"": 82, ""额度/升级需求"": 36, ""权益/优惠需求"": 28, ""沉睡/流失风险"": 26, ""新户/激活引导"": 17}",36,82,36,28,26,17
C000179,UID000179,跨境/出行需求,"{""分期/借贷需求"": 45, ""跨境/出行需求"": 61, ""额度/升级需求"": 34, ""权益/优惠需求"": 55, ""沉睡/流失风险"": 15, ""新户/激活引导"": 13}",45,61,34,55,15,13
C000180,UID000180,额度/升级需求,"{""分期/借贷需求"": 30, ""跨境/出行需求"": 63, ""额度/升级需求"": 84, ""权益/优惠需求"": 35, ""沉睡/流失风险"": 21, ""新户/激活引导"": 5}",30,63,84,35,21,5
C000181,UID000181,额度/升级需求,"{""分期/借贷需求"": 44, ""跨境/出行需求"": 19, ""额度/升级需求"": 73, ""权益/优惠需求"": 53, ""沉睡/流失风险"": 11, ""新户/激活引导"": 21}",44,19,73,53,11,21
C000182,UID000182,分期/借贷需求,"{""分期/借贷需求"": 81, ""跨境/出行需求"": 24, ""额度/升级需求"": 36, ""权益/优惠需求"": 38, ""沉睡/流失风险"": 53, ""新户/激活引导"": 11}",81,24,36,38,53,11
C000183,UID000183,分期/借贷需求,"{""分期/借贷需求"": 78, ""跨境/出行需求"": 22, ""额度/升级需求"": 64, ""权益/优惠需求"": 28, ""沉睡/流失风险"": 78, ""新户/激活引导"": 20}",78,22,64,28,78,20
C000184,UID000184,分期/借贷需求,"{""分期/借贷需求"": 73, ""跨境/出行需求"": 5, ""额度/升级需求"": 20, ""权益/优惠需求"": 20, ""沉睡/流失风险"": 14, ""新户/激活引导"": 22}",73,5,20,20,14,22
C000185,UID000185,跨境/出行需求,"{""分期/借贷需求"": 10, ""跨境/出行需求"": 77, ""额度/升级需求"": 31, ""权益/优惠需求"": 55, ""沉睡/流失风险"": 12, ""新户/激活引导"": 8}",10,77,31,55,12,8
C000186,UID000186,沉睡/流失风险,"{""分期/借贷需求"": 39, ""跨境/出行需求"": 35, ""额度/升级需求"": 63, ""权益/优惠需求"": 19, ""沉睡/流失风险"": 81, ""新户/激活引导"": 14}",39,35,63,19,81,14
C000187,UID000187,跨境/出行需求,"{""分期/借贷需求"": 42, ""跨境/出行需求"": 82, ""额度/升级需求"": 68, ""权益/优惠需求"": 76, ""沉睡/流失风险"": 20, ""新户/激活引导"": 20}",42,82,68,76,20,20
C000188,UID000188,分期/借贷需求,"{""分期/借贷需求"": 77, ""跨境/出行需求"": 19, ""额度/升级需求"": 40, ""权益/优惠需求"": 59, ""沉睡/流失风险"": 17, ""新户/激活引导"": 11}",77,19,40,59,17,11
C000189,UID000189,权益/优惠需求,"{""分期/借贷需求"": 48, ""跨境/出行需求"": 21, ""额度/升级需求"": 13, ""权益/优惠需求"": 54, ""沉睡/流失风险"": 13, ""新户/激活引导"": 18}",48,21,13,54,13,18
C000190,UID000190,跨境/出行需求,"{""分期/借贷需求"": 31, ""跨境/出行需求"": 89, ""额度/升级需求"": 37, ""权益/优惠需求"": 27, ""沉睡/流失风险"": 50, ""新户/激活引导"": 14}",31,89,37,27,50,14
C000191,UID000191,额度/升级需求,"{""分期/借贷需求"": 29, ""跨境/出行需求"": 31, ""额度/升级需求"": 78, ""权益/优惠需求"": 41, ""沉睡/流失风险"": 9, ""新户/激活引导"": 19}",29,31,78,41,9,19
C000192,UID000192,沉睡/流失风险,"{""分期/借贷需求"": 44, ""跨境/出行需求"": 20, ""额度/升级需求"": 71, ""权益/优惠需求"": 31, ""沉睡/流失风险"": 85, ""新户/激活引导"": 22}",44,20,71,31,85,22
C000193,UID000193,分期/借贷需求,"{""分期/借贷需求"": 34, ""跨境/出行需求"": 19, ""额度/升级需求"": 25, ""权益/优惠需求"": 22, ""沉睡/流失风险"": 27, ""新户/激活引导"": 12}",34,19,25,22,27,12
