cust_id,oneid,age,city,income_level,lifecycle_stage,vip_tier,card_level,product_name,total_credit_amount,card_count,usage_rate,annual_consumption,monthly_avg_consumption,cons_90d,cons_30d,cons_7d,txn_count_90d,txn_count_30d,txn_count_7d,active_days_90d,active_days_30d,active_days_7d,consumption_trend,installment_contribution,overdue_status,history_overdue_count,min_payment_count,churn_risk_score,cash_advance_risk,risk_level,value_level,activity_score,dormancy_risk,significant_signals,search_keywords_7d,browse_preferences_30d,milestones,marketing_consent,personalization_consent,dnc_list,do_not_contact,blacklist_flag,push_consent,sms_consent,wechat_consent,email_consent,phone_consent,unsubscribe_channels,complaint_count_90d,data_version,generated_at
C000055,UID000055,35,上海,M,成熟期,金卡,白金卡,XX银行全币种国际白金信用卡,233600.0,3,0.5877,80038.88,6669.91,23894.91,7989.35,1842.79,15,5,1,9,3,0,stable,7639.33,M0,0,0,0,5,low,medium,22,medium,活跃度骤降,"接送机×3, 白金卡×8, 账单分期×4","活动中心(19%), 高端卡专区(4%), 新手指引(72%), 权益商城(4%)",年消费突破10万|首次境外消费|额度首次提升,True,True,False,False,False,True,False,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000056,UID000056,44,上海,L,成熟期,普通,金卡,XX银行标准信用卡（金卡）,43100.0,1,0.5737,37500.42,3125.03,8722.83,2263.73,429.22,13,4,1,7,2,0,stable,2855.11,M0,0,0,7,7,low,low,12,high,"活跃度骤降, 沉睡预警","5折×7, 退卡×7, 固定额度×5","信用卡申请(9%), 权益商城(40%), 分期计算器(46%), 活动中心(4%)",年消费突破10万|首投投诉,True,True,False,False,False,False,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000057,UID000057,27,福州,L,成熟期,金卡,白金卡,XX银行经典版白金信用卡,209400.0,4,0.549,27247.38,2270.61,6435.22,1912.74,537.51,10,3,0,6,2,0,stable,2850.06,M0,0,0,17,9,low,medium,9,high,"活跃度骤降, 沉睡预警","签证×5, 临时额度×6, 电影票×5","还款页面(28%), 积分兑换(24%), 高端卡专区(30%), 信用卡申请(17%)",,True,True,False,False,False,True,True,True,False,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000058,UID000058,31,西安,L,成熟期,普通,金卡,XX银行标准信用卡（金卡）,91700.0,4,0.1428,25801.59,2150.13,4084.77,1128.02,360.7,10,3,0,6,2,0,down,1951.92,M0,0,1,4,0,low,low,8,high,"活跃度骤降, 沉睡预警","额度不够×2, 注销×4, 汇率×7","还款页面(48%), 账单详情(22%), 境外消费专区(28%), 新手指引(2%)",,True,True,False,False,False,True,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000059,UID000059,37,上海,M,新户,普通,金卡,XX银行YOUNG卡（青年版）,67400.0,4,0.6285,124265.56,10355.46,29982.0,11511.37,2660.79,73,25,6,43,15,3,down,14501.94,M0,0,0,10,1,low,medium,59,low,,"星巴克×2, 额度不够×4, 注销×4","账单详情(61%), 活动中心(18%), 权益商城(7%), 新手指引(13%)",升级白金卡,True,True,False,False,False,True,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000060,UID000060,37,苏州,M,成熟期,白金,白金卡,XX银行经典版白金信用卡,154500.0,3,0.6002,171464.86,14288.74,52550.05,19132.08,5869.29,58,20,5,34,11,2,stable,18581.27,M0,0,0,3,1,low,high,62,low,,"账单分期×7, 注销×7, 钻石卡×2","权益商城(20%), 高端卡专区(54%), 活动中心(8%), 信用卡申请(19%)",,True,True,False,False,False,True,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000061,UID000061,21,成都,L,成长期,金卡,金卡,XX银行标准信用卡（金卡）,160000.0,4,0.3434,46092.88,3841.07,9163.88,3374.9,915.9,16,5,1,9,3,0,up,3226.4,M0,0,0,10,4,low,medium,14,high,"活跃度骤降, 沉睡预警","优惠券×2, 年费×8, 机票×2","分期计算器(51%), 额度管理(21%), 信用卡申请(4%), 新手指引(23%)",首次境外消费,True,True,False,False,False,True,False,False,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000062,UID000062,30,济南,H,成熟期,钻石,无限卡,XX银行万事达世界信用卡,785600.0,1,0.4909,989399.3,82449.94,217988.94,58050.1,12394.65,888,310,77,90,31,7,stable,112889.71,M0,0,0,0,4,low,high,100,low,,"免税×2, 注销×2, 临时额度×8","额度管理(14%), 高端卡专区(13%), 境外消费专区(66%), 新手指引(7%)",首投投诉,True,True,False,False,False,True,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000063,UID000063,33,北京,M,成熟期,普通,校园卡,XX银行YOUNG卡（校园版）,21300.0,1,0.6108,29750.74,2479.23,4980.5,2073.42,526.6,5,1,0,3,1,0,stable,2029.22,M0,0,0,0,6,low,medium,5,high,"活跃度骤降, 沉睡预警","贵宾厅×4, 临时额度×6, 销户×6","分期计算器(17%), 境外消费专区(57%), 高端卡专区(6%), 活动中心(20%)",额度首次提升|首投投诉,True,True,False,False,False,True,False,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000064,UID000064,39,上海,M,成熟期,白金,白金卡,XX银行全币种国际白金信用卡,222200.0,2,0.3265,125367.14,10447.26,23017.76,9201.2,1909.35,39,13,3,23,8,2,stable,10379.74,M0,0,1,0,6,low,high,35,medium,,"汇率×3, 销户×5, 钻石卡×7","高端卡专区(25%), 信用卡申请(31%), 活动中心(29%), 权益商城(15%)",年消费突破10万,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000065,UID000065,37,广州,H,成熟期,白金,白金卡,XX银行经典版白金信用卡,248200.0,1,0.8434,658493.78,54874.48,177233.7,58354.1,13219.19,302,105,26,90,31,7,stable,57997.55,M0,0,0,0,9,low,high,100,low,,"钻石卡×2, 注销×4, 5折×5","分期计算器(13%), 还款页面(58%), 境外消费专区(21%), 账单详情(7%)",升级白金卡,True,True,False,False,False,True,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000066,UID000066,34,南京,M,成熟期,普通,金卡,XX银行京东PLUS联名信用卡（金卡）,213700.0,4,0.2427,135844.11,11320.34,46394.17,13074.51,2682.11,122,42,10,73,25,6,stable,10949.95,M0,0,0,2,5,low,medium,90,low,,"东京×8, 账单分期×6, 星巴克×5","分期计算器(34%), 信用卡申请(17%), 活动中心(9%), 额度管理(40%)",,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000067,UID000067,21,厦门,M,成熟期,金卡,白金卡,XX银行全币种国际白金信用卡,281100.0,4,0.8444,125334.77,10444.56,34053.12,11967.49,2207.6,25,8,2,15,5,1,up,13513.82,M1,1,0,0,8,low,medium,34,medium,,"提额×6, 积分兑换×5, 签证×6","活动中心(44%), 权益商城(16%), 分期计算器(10%), 境外消费专区(30%)",,True,True,False,False,False,False,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000068,UID000068,34,杭州,M,新户,白金,白金卡,XX银行经典版白金信用卡,206600.0,2,0.2213,185744.49,15478.71,63493.58,22655.85,4444.89,61,21,5,36,12,3,stable,16069.78,M0,0,0,7,4,low,high,64,low,,"年费×6, 分期费率×8, 额度不够×5","还款页面(4%), 信用卡申请(14%), 活动中心(44%), 账单详情(37%)",办理自动还款,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000069,UID000069,35,西安,H,新户,金卡,白金卡,XX银行全币种国际白金信用卡,287700.0,1,0.2044,610009.23,50834.1,113580.58,31051.22,7993.5,269,94,23,90,31,7,down,22042.99,M0,0,0,33,3,low,high,100,low,,"电影票×5, 账单分期×4, 汇率×8","账单详情(36%), 积分兑换(5%), 额度管理(19%), 信用卡申请(40%)",升级白金卡,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000070,UID000070,59,南京,L,成熟期,金卡,金卡,XX银行携程旅行信用卡（金卡）,49500.0,1,0.146,43872.21,3656.02,8078.32,2105.79,452.34,18,6,1,10,3,0,stable,3015.35,M0,0,0,28,1,low,medium,14,high,"活跃度骤降, 沉睡预警","里程×4, 账单分期×4, 汇率×8","额度管理(9%), 还款页面(34%), 权益商城(48%), 信用卡申请(9%)",办理自动还款,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000071,UID000071,33,北京,M,成长期,金卡,白金卡,XX银行全币种国际白金信用卡,371800.0,3,0.6941,184413.51,15367.79,36489.56,12128.85,2157.47,51,17,4,30,10,2,stable,18300.73,M0,0,0,28,2,low,medium,50,low,,"账单分期×6, 机票×7, 钻石卡×8","权益商城(16%), 境外消费专区(18%), 活动中心(38%), 账单详情(28%)",升级白金卡,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000072,UID000072,38,深圳,L,成熟期,白金,金卡,XX银行京东PLUS联名信用卡（金卡）,73500.0,2,0.1736,34495.16,2874.6,7881.41,3513.59,668.71,8,2,0,4,1,0,up,3703.43,M0,0,0,31,3,low,high,8,high,"活跃度骤降, 沉睡预警","积分兑换×7, 投诉×8, 12期×7","账单详情(33%), 活动中心(18%), 还款页面(16%), 权益商城(33%)",,True,False,False,False,False,True,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000073,UID000073,46,深圳,L,成熟期,普通,金卡,XX银行YOUNG卡（青年版）,38200.0,4,0.767,43757.06,3646.42,12832.4,3338.19,590.25,43,15,3,25,8,2,up,1646.63,M0,0,1,23,4,low,low,31,medium,,"注销×8, 里程×5, 分期费率×7","账单详情(24%), 信用卡申请(8%), 活动中心(40%), 还款页面(27%)",,True,True,False,False,False,True,True,True,False,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000074,UID000074,42,杭州,M,成熟期,普通,校园卡,XX银行YOUNG卡（校园版）,26200.0,1,0.6733,29288.38,2440.7,5104.3,1909.79,518.67,10,3,0,6,2,0,stable,1420.83,M0,0,0,0,0,low,medium,8,high,"活跃度骤降, 沉睡预警","5折×5, 投诉×3, 境外取现×3","高端卡专区(30%), 还款页面(8%), 账单详情(26%), 分期计算器(37%)",升级白金卡,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000075,UID000075,49,深圳,M,成熟期,金卡,白金卡,XX银行银联白金信用卡,297100.0,4,0.7961,241739.94,20144.99,79142.02,30123.06,8958.36,168,58,14,90,31,7,stable,11548.48,M0,0,0,0,9,low,medium,100,low,,"星巴克×8, 提额×4, 年费×8","高端卡专区(26%), 新手指引(32%), 信用卡申请(9%), 账单详情(33%)",,True,True,False,False,False,True,False,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000076,UID000076,21,合肥,L,沉睡期,普通,金卡,XX银行YOUNG卡（青年版）,61800.0,4,0.803,5618.05,468.17,245.48,81.46,23.34,0,0,0,0,0,0,stable,244.73,M0,0,0,64,28,medium,low,0,high,"活跃度骤降, 沉睡预警","电影票×6, 投诉×5, 机票×4","境外消费专区(38%), 新手指引(25%), 额度管理(11%), 高端卡专区(26%)",办理自动还款|首次境外消费,True,False,False,False,False,True,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000077,UID000077,25,广州,L,新户,普通,金卡,XX银行标准信用卡（金卡）,103300.0,4,0.2455,54329.97,4527.5,19999.41,7227.54,2089.83,36,12,3,21,7,1,up,3367.62,M0,0,0,3,8,low,low,32,medium,,"钻石卡×5, 优惠券×5, 销户×3","还款页面(11%), 高端卡专区(18%), 积分兑换(55%), 分期计算器(16%)",首投投诉|首次境外消费,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000078,UID000078,29,苏州,M,成熟期,普通,校园卡,XX银行YOUNG卡（校园版）,100200.0,4,0.4365,23250.07,1937.51,4263.53,1206.91,284.04,13,4,1,7,2,0,stable,758.33,M0,0,1,9,2,low,medium,9,high,"活跃度骤降, 沉睡预警","注销×5, 优惠券×2, 免息分期×8","活动中心(12%), 积分兑换(55%), 额度管理(19%), 分期计算器(14%)",首次使用机场贵宾厅,True,True,False,False,False,True,True,False,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000079,UID000079,21,南京,L,成熟期,普通,金卡,XX银行京东PLUS联名信用卡（金卡）,115400.0,3,0.3416,40614.37,3384.53,9667.84,2667.98,640.59,8,2,0,4,1,0,stable,3109.2,M0,0,0,26,7,low,low,9,high,"活跃度骤降, 沉睡预警","退卡×8, 积分兑换×6, 汇率×3","新手指引(21%), 活动中心(27%), 境外消费专区(22%), 分期计算器(29%)",办理自动还款|首次境外消费,False,True,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000080,UID000080,35,深圳,L,成长期,金卡,金卡,XX银行京东PLUS联名信用卡（金卡）,63700.0,3,0.7299,33562.4,2796.87,13802.24,4173.04,917.27,46,16,4,27,9,2,stable,1079.95,M0,0,0,3,4,low,medium,34,medium,,"最低还款×4, 积分兑换×2, 年费×8","权益商城(32%), 活动中心(14%), 积分兑换(14%), 还款页面(40%)",,True,True,False,False,False,False,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000081,UID000081,25,北京,L,成熟期,白金,金卡,XX银行携程旅行信用卡（金卡）,83100.0,4,0.4276,21326.15,1777.18,3256.09,991.08,178.83,3,1,0,1,0,0,up,1545.84,M0,0,0,3,5,low,high,3,high,"活跃度骤降, 沉睡预警","贵宾厅×6, 东京×3, 12期×2","高端卡专区(31%), 额度管理(31%), 境外消费专区(28%), 信用卡申请(9%)",,True,True,False,False,False,True,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000082,UID000082,50,北京,L,成长期,金卡,金卡,XX银行京东PLUS联名信用卡（金卡）,82000.0,4,0.5648,39715.94,3309.66,17692.76,6416.02,1173.1,56,19,4,33,11,2,down,3564.15,M0,0,0,0,1,low,medium,42,medium,,"退卡×7, 免税×5, 账单分期×7","权益商城(7%), 信用卡申请(22%), 活动中心(60%), 账单详情(11%)",额度首次提升,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000083,UID000083,27,成都,M,成熟期,普通,金卡,XX银行标准信用卡（金卡）,117000.0,2,0.3621,70365.02,5863.75,13755.09,4536.91,1332.74,19,6,1,11,3,0,stable,8320.42,M0,0,0,3,3,low,medium,18,high,"活跃度骤降, 沉睡预警","星巴克×7, 钻石卡×7, 年费×5","活动中心(55%), 境外消费专区(28%), 额度管理(5%), 信用卡申请(12%)",,True,False,False,False,False,True,True,False,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000084,UID000084,31,成都,L,成熟期,普通,普卡,XX银行标准信用卡（普卡）,50500.0,4,0.662,29509.71,2459.14,5952.82,1664.34,480.18,6,2,0,3,1,0,stable,1420.09,M0,0,0,7,5,low,low,6,high,"活跃度骤降, 沉睡预警","手续费×4, 免税×7, 星巴克×2","新手指引(7%), 额度管理(31%), 活动中心(21%), 权益商城(41%)",首次境外消费|升级白金卡,True,True,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000085,UID000085,43,济南,M,沉睡期,金卡,金卡,XX银行京东PLUS联名信用卡（金卡）,35000.0,1,0.4479,24477.84,2039.82,1166.19,333.62,63.09,1,0,0,0,0,0,up,940.11,M3+,3,1,85,19,high,medium,0,high,"活跃度骤降, 沉睡预警, 逾期预警","电影票×3, 固定额度×3, 手续费×4","新手指引(50%), 账单详情(12%), 分期计算器(7%), 权益商城(31%)",升级白金卡,False,True,False,False,True,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000086,UID000086,22,武汉,L,沉睡期,普通,金卡,XX银行YOUNG卡（青年版）,15600.0,1,0.5601,8007.06,667.26,449.77,124.56,33.29,0,0,0,0,0,0,stable,884.45,M1,1,2,72,10,high,low,0,high,"活跃度骤降, 沉睡预警","电影票×7, 12期×2, 白金卡×4","额度管理(19%), 账单详情(48%), 境外消费专区(7%), 高端卡专区(26%)",,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000087,UID000087,21,郑州,L,成长期,普通,校园卡,XX银行YOUNG卡（校园版）,70400.0,4,0.4955,15549.82,1295.82,6103.17,2761.65,753.24,3,1,0,1,0,0,stable,621.49,M0,0,1,4,4,low,low,5,high,"活跃度骤降, 沉睡预警","投诉×4, 额度不够×4, 接送机×8","活动中心(17%), 积分兑换(22%), 分期计算器(9%), 信用卡申请(52%)",额度首次提升|首投投诉,True,True,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000088,UID000088,36,重庆,L,沉睡期,金卡,金卡,XX银行京东PLUS联名信用卡（金卡）,37000.0,3,0.6548,7033.59,586.13,389.42,105.73,23.66,0,0,0,0,0,0,stable,830.8,M0,0,1,67,22,medium,medium,0,high,"活跃度骤降, 沉睡预警","签证×2, 贵宾厅×2, 白金卡×6","分期计算器(17%), 信用卡申请(29%), 积分兑换(38%), 活动中心(17%)",办理自动还款,True,False,False,False,False,True,True,False,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000089,UID000089,37,东莞,M,成熟期,白金,白金卡,XX银行银联白金信用卡,215200.0,3,0.2595,262295.3,21857.94,86496.98,33012.56,5778.13,52,18,4,31,10,2,stable,9263.86,M0,0,0,55,13,medium,high,59,low,,"额度不够×5, 分期费率×6, 投诉×4","高端卡专区(32%), 境外消费专区(15%), 分期计算器(19%), 信用卡申请(34%)",升级白金卡,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000090,UID000090,42,武汉,M,成熟期,金卡,白金卡,XX银行经典版白金信用卡,194600.0,2,0.1204,191617.0,15968.08,65640.72,26098.81,7814.22,38,13,3,22,7,1,stable,6059.04,M1,1,0,0,8,low,medium,51,low,,"积分兑换×2, 账单分期×5, 销户×2","境外消费专区(42%), 还款页面(19%), 账单详情(12%), 额度管理(28%)",首投投诉,True,True,False,False,False,True,False,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000091,UID000091,40,上海,H,沉睡期,普通,金卡,XX银行携程旅行信用卡（金卡）,91300.0,1,0.3229,63054.82,5254.57,4386.16,1651.38,496.61,5,1,0,3,1,0,stable,3823.43,M0,0,2,55,3,medium,high,5,high,"活跃度骤降, 沉睡预警","固定额度×7, 优惠券×5, 销户×8","信用卡申请(11%), 高端卡专区(3%), 额度管理(55%), 活动中心(31%)",首次境外消费,True,True,False,False,False,True,True,True,False,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000092,UID000092,37,厦门,M,沉睡期,普通,金卡,XX银行京东PLUS联名信用卡（金卡）,59700.0,1,0.1245,14984.55,1248.71,531.97,168.41,33.78,0,0,0,0,0,0,up,1075.88,M3+,3,0,72,0,high,medium,0,high,"活跃度骤降, 沉睡预警, 逾期预警","钻石卡×3, 签证×2, 电影票×6","新手指引(22%), 积分兑换(36%), 权益商城(11%), 额度管理(31%)",升级白金卡|额度首次提升|首次境外消费,True,True,False,False,False,True,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000093,UID000093,28,广州,L,成长期,普通,金卡,XX银行京东PLUS联名信用卡（金卡）,89500.0,3,0.4547,25651.14,2137.6,5935.84,1799.34,404.31,10,3,0,6,2,0,down,874.92,M1,1,0,9,5,low,low,9,high,"活跃度骤降, 沉睡预警","5折×7, 最低还款×6, 提额×2","积分兑换(10%), 境外消费专区(37%), 账单详情(43%), 高端卡专区(10%)",,True,True,False,False,False,False,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000094,UID000094,37,广州,M,成熟期,金卡,白金卡,XX银行经典版白金信用卡,184800.0,3,0.3541,194232.24,16186.02,33557.05,10654.26,3261.62,155,54,13,90,31,7,stable,16613.85,M0,0,0,5,9,low,medium,90,low,,"12期×8, 海淘×4, 额度不够×8","高端卡专区(32%), 权益商城(19%), 活动中心(8%), 账单详情(41%)",,True,True,False,False,False,True,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C000095,UID000095,37,郑州,M,新户,白金,白金卡,XX银行全币种国际白金信用卡,200200.0,1,0.7159,291354.3,24279.52,98964.34,40879.65,7719.82,65,22,5,39,13,3,stable,15471.64,M0,0,0,0,6,low,high,66,low,,"汇率×7, 提额×3, 分期费率×4","境外消费专区(29%), 高端卡专区(37%), 积分兑换(21%), 权益商城(13%)",首笔分期办理,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000096,UID000096,27,北京,H,成长期,金卡,白金卡,XX银行银联白金信用卡,426800.0,3,0.4766,1117226.09,93102.17,372965.31,102509.07,24428.44,264,92,23,90,31,7,up,40197.73,M0,0,0,26,6,low,high,100,low,,"固定额度×5, 手续费×2, 里程×5","信用卡申请(32%), 积分兑换(58%), 还款页面(8%), 分期计算器(1%)",首投投诉,True,True,False,False,False,True,False,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000097,UID000097,53,北京,L,成熟期,普通,金卡,XX银行标准信用卡（金卡）,15300.0,1,0.4224,51507.29,4292.27,13693.38,5538.48,1708.33,18,6,1,10,3,0,up,3631.84,M0,0,0,5,4,low,low,18,high,"活跃度骤降, 沉睡预警","销户×7, 酒店×4, 钻石卡×7","权益商城(45%), 新手指引(22%), 信用卡申请(25%), 额度管理(8%)",,True,False,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C000098,UID000098,39,长沙,M,成熟期,金卡,白金卡,XX银行经典版白金信用卡,111300.0,1,0.3548,98286.5,8190.54,26650.96,8570.01,2769.87,40,14,3,24,8,2,up,8938.26,M0,0,0,16,2,low,medium,38,medium,,"接送机×2, 分期费率×4, 东京×2","账单详情(24%), 活动中心(11%), 还款页面(31%), 积分兑换(34%)",,True,True,False,False,False,False,False,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
